---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE05

Time Stamp (Second(s)), Brake Temp FL (C)
15.1096,407.654
15.1272,420.093
15.1304,411.78
15.1396,415.124
15.1495,418.53
15.1595,417.529
15.1695,411.707
15.1803,408.325
15.1895,405.151
15.1995,407.349
15.2095,412.61
15.2195,419.568
15.2302,412.134
15.2473,421.863
15.2495,416.797
15.2595,419.775
15.2695,408.569
15.2803,406.811
15.2895,409.802
15.2995,416.199
15.3095,419.714
15.3195,413.074
15.3294,408.984
15.3395,405.64
15.3495,409.033
15.3595,415.869
15.3695,418.445
15.3795,410.693
15.3894,403.992
15.3995,402.734
15.4103,404.504
15.4195,410.706
15.4295,412.195
15.4395,415.344
15.4495,416.284
15.4603,412.28
15.4695,405.005
15.4795,403.967
15.4894,408.618
15.4995,410.608
15.5104,414.001
15.5195,410.779
15.5295,401.343
15.5474,412.134
15.5495,409.375
15.5604,412.244
15.5695,414.136
15.5794,408.276
15.5895,401.636
15.6074,411.926
15.6104,405.322
15.6195,410.62
15.6295,412.512
15.6395,414.27
15.6495,411.096
15.6603,412.805
15.6695,404.333
15.6795,404.541
15.6894,401.794
15.6995,403.967
15.7094,406.36
15.7275,409.534
15.7296,411.414
15.7396,406.848
15.7496,400.586
15.7596,403.43
15.7696,410.327
15.7796,411.658
15.7894,412.83
15.7995,409.082
15.8095,406.995
15.8195,410.388
15.8295,411.047
15.8394,412.878
15.8495,415.942
15.8594,419.543
15.8695,425.024
15.8794,432.007
15.8895,428.613
15.8995,414.404
15.9094,418.762
15.9206,423.315
15.9296,432.153
15.9396,423.413
15.9496,413.574
15.9673,427.27
15.9704,419.385
15.9796,425.012
15.9896,430.518
16.0073,409.936
16.0095,418.152
16.0283,410.425
16.0294,415.186
16.0395,419.727
16.0495,423.486
16.0595,424.731
16.0694,424.231
16.0795,421.436
16.0895,423.218
16.0995,425.476
16.1095,428.503
16.1273,441.638
16.1294,436.768
16.1396,441.894
16.1505,444.104
16.1594,436.304
16.1694,434.192
16.1873,442.908
16.1895,452.6
16.2004,433.85
16.2095,445.325
16.2195,454.358
16.2295,439.648
16.2395,455.725
16.2504,442.419
16.2595,449.28
16.2694,448.242
16.2795,443.823
16.2895,454.932
16.2994,436.914
16.3095,449.451
16.3195,445.093
16.3295,435.84
16.3395,447.974
16.3495,452.026
16.3595,441.223
16.3695,435.486
16.3804,433.142
16.3895,435.754
16.3995,437.524
16.4095,438.33
16.4194,434.082
16.4294,433.667
16.4395,438.586
16.4495,447.693
16.4594,448.279
16.4695,437.5
16.4873,435.608
16.4895,446.875
16.4995,435.547
16.5094,437.72
16.5195,439.38
16.5295,440.051
16.5474,434.192
16.5495,443.896
16.5594,441.028
16.5695,442.615
16.5874,437.024
16.5895,448.999
16.5995,438.953
16.6095,452.209
16.6195,444.519
16.6295,460.644
16.6402,464.77
16.6495,474.499
16.6673,475.134
16.6694,475.342
16.6795,497.351
16.6903,494.141
16.7074,499.78
16.7095,491.113
16.7194,491.26
16.7295,494.836
16.7403,494.641
16.7496,507.947
16.7596,510.864
16.7696,521.765
16.7796,520.532
16.7907,518.677
16.8073,507.751
16.8096,496.472
16.8196,511.523
16.8296,519.104
16.8404,520.544
16.8495,500.659
16.8594,493.066
16.8695,501.257
16.8795,506.677
16.8904,508.96
16.9073,490.381
16.9095,507.434
16.9195,495.019
16.9295,495.325
16.9482,489.526
16.9495,496.387
16.9595,503.638
16.9694,509.363
16.9796,503.015
16.9894,499.756
16.9996,490.454
17.0096,493.115
17.0196,507.165
17.0296,492.236
17.0396,487.744
17.0494,507.507
17.0595,502.136
17.0703,492.004
17.0795,506.848
17.0895,516.309
17.0995,508.691
17.1095,497.974
17.1204,499.304
17.1295,503.076
17.1395,514.148
17.1494,518.884
17.1595,519.385
17.1703,511.755
17.1796,512.134
17.1896,508.057
17.2071,522.583
17.2096,511.291
17.2204,504.297
17.2295,512.085
17.2395,515.735
17.2495,523.071
17.2595,528.735
17.2703,525.745
17.2871,507.629
17.2895,498.181
17.2995,509.839
17.3094,527.393
17.3202,535.266
17.3295,503.442
17.3472,511.841
17.3495,534.851
17.3595,504.651
17.3704,525.757
17.3795,512.231
17.3895,521.789
17.3995,535.962
17.4095,508.215
17.4204,543.53
17.4295,505.737
17.4395,544.849
17.4495,506.238
17.4595,542.859
17.4694,519.165
17.4871,542.126
17.4894,526.636
17.4995,503.967
17.5095,540.979
17.5195,502.344
17.5295,543.335
17.5395,502.588
17.5503,530.286
17.5595,499.609
17.5694,540.356
17.5794,501.221
17.5895,539.758
17.6136,536.719
17.6215,502.832
17.6298,524.512
17.63,525.891
17.6688,508.862
17.6769,511.352
17.6853,537.878
17.6937,517.944
17.6939,515.185
17.6969,504.26
17.7001,501.685
17.7094,539.477
17.7272,497.913
17.7295,500.598
17.7394,540.491
17.7504,512.756
17.7595,502.783
17.7694,538.55
17.7795,515.356
17.7895,507.935
17.8082,514.624
17.8095,513.318
17.8196,507.727
17.8296,534.912
17.8396,511.89
17.8505,508.63
17.8596,536.108
17.8696,512.06
17.8872,535.242
17.8896,536.23
17.8994,503.723
17.9095,511.511
17.9195,530.554
17.9294,502.124
17.9472,533.044
17.9495,531.677
17.9671,497.803
17.9694,503.992
17.9803,531.934
17.9895,512.195
18.0073,511.584
18.0095,521.973
18.0194,530.872
18.0304,510.266
18.0396,490.344
18.0496,509.021
18.0596,531.616
18.0696,521.204
18.0794,512.988
18.0896,507.043
18.0996,505.969
18.1096,507.263
18.1195,506.348
18.1295,504.993
18.1395,506.555
18.1495,506.409
18.1604,506.714
18.1695,504.016
18.1872,504.077
18.1895,504.651
18.1995,494.177
18.2104,494.421
18.2195,510.242
18.2294,524.976
18.2473,488.513
18.2496,492.224
18.2683,496.985
18.2694,492.358
18.2873,496.814
18.2896,490.1
18.2996,510.376
18.3104,516.821
18.3195,498.474
18.3294,493.872
18.3394,497.266
18.3495,496.887
18.3604,490.918
18.3695,491.65
18.3795,494.336
18.3895,500.427
18.3995,512.5
18.4104,498.437
18.4274,494.958
18.4295,510.669
18.4395,502.612
18.4495,490.21
18.4594,507.788
18.4695,493.494
18.4875,507.935
18.4895,499.683
18.4995,504.7
18.5095,489.368
18.5194,502.161
18.5295,495.801
18.5403,490.283
18.5495,501.074
18.5594,499.231
18.5695,489.392
18.5795,496.606
18.5903,495.19
18.5995,499.988
18.6094,488.635
18.6194,486.072
18.6295,485.706
18.6403,488.123
18.6495,494.58
18.6595,505.676
18.6695,519.885
18.6795,506.079
18.6902,511.56
18.6995,531.738
18.7094,522.79
18.7195,542.261
18.7294,531.909
18.7403,543.689
18.7495,545.886
18.7595,535.547
18.7695,527.148
18.7873,536.426
18.7903,554.358
18.7995,555.676
18.8095,549.963
18.8195,551.868
18.8295,552.698
18.8403,550.085
18.8495,557.983
18.8595,555.566
18.8695,543.188
18.8795,527.539
18.8904,526.269
18.8996,544.104
18.9096,558.96
18.9196,542.59
18.9296,524.707
18.9394,546.435
18.9496,559.656
18.9596,525.342
18.9695,549.78
18.9795,550.793
18.9895,531.274
18.9995,563.611
19.0094,527.393
19.0203,546.753
19.0295,556.189
19.0473,560.535
19.0495,549.438
19.0595,535.596
19.0694,539.819
19.0795,560.669
19.0895,520.874
19.0995,543.799
19.1096,535.12
19.1196,542.773
19.1296,552.002
19.1394,525.598
19.1504,546.008
19.1596,530.53
19.1696,532.068
19.1796,550.049
19.1895,544.324
19.2003,522.681
19.2095,535.937
19.2195,541.125
19.2294,548.901
19.2395,538.782
19.2502,534.375
19.2595,523.12
19.2695,518.909
19.2795,519.434
19.2895,520.874
19.3082,531.811
19.3094,521.851
19.3196,530.664
19.3296,537.976
19.3396,541.797
19.3504,549.206
19.3674,535.437
19.3695,522.961
19.3795,545.117
19.3895,542.932
19.4004,521.533
19.4095,543.42
19.4273,536.096
19.4295,518.921
19.4395,541.736
19.4504,551.672
19.4595,528.735
19.4695,531.885
19.4795,553.906
19.4895,514.624
19.5008,551.184
19.5095,552.148
19.5195,551.672
19.5295,554.687
19.5395,556.152
19.5504,549.976
19.5674,528.577
19.5694,527.197
19.5874,526.526
19.5894,529.26
19.6004,544.36
19.6095,552.112
19.6195,531.665
19.6295,512.097
19.6395,546.765
19.6504,520.666
19.6595,536.584
19.6695,526.099
19.6795,534.082
19.6895,527.124
19.7083,528.54
19.7095,524.573
19.7195,542.834
19.7295,511.719
19.7395,530.225
19.7504,541.504
19.7595,509.68
19.7695,527.002
19.7874,515.723
19.7895,529.529
19.8084,511.438
19.8095,514.746
19.8195,516.223
19.8295,522.351
19.8395,534.57
19.8504,532.458
19.8594,536.108
19.8695,535.889
19.8795,533.166
19.8895,507.605
19.9004,537.83
19.9095,531.885
19.9194,539.893
19.9295,505.688
19.9395,518.274
19.9494,519.153
19.9595,516.089
19.9696,515.625
19.9873,517.163
19.9896,524.39
19.9996,521.863
20.0096,497.241
20.0196,529.578
20.0304,504.773
20.0394,525.366
20.0495,531.055
20.0595,507.849
20.0695,508.862
20.0884,514.062
20.0895,522.79
20.0995,499.097
20.1095,516.345
20.1195,529.517
20.1303,507.959
20.1394,512.793
20.1495,524.133
20.1594,508.081
20.1695,512.451
20.1883,518.091
20.1894,518.713
20.1996,524.048
20.2096,522.668
20.2196,530.566
20.2305,527.685
20.2396,529.028
20.2496,522.693
20.2595,530.127
20.2694,522.375
20.2883,500.391
20.2894,499.487
20.3074,521.728
20.3095,524.487
20.3195,508.923
20.3304,500.269
20.3395,522.314
20.3495,500.342
20.3595,489.563
20.3695,507.996
20.3794,523.633
20.3896,506.567
20.3994,489.185
20.4094,519.336
20.4196,499.426
20.4295,490.698
20.4395,508.179
20.4495,522.034
20.4682,493.249
20.4695,498.254
20.4795,500.72
20.4895,514.246
20.4995,513.916
20.5104,513.806
20.5195,497.412
20.5295,497.815
20.5395,495.532
20.5495,496.106
20.5604,502.124
20.5695,502.283
20.5874,512.122
20.5895,505.566
20.5995,499.072
20.6104,499.377
20.6195,508.362
20.6295,511.365
20.6395,504.004
20.6495,497.119
20.6604,509.863
20.6695,502.673
20.6795,507.178
20.6894,506.177
20.6995,506.763
20.7104,518.652
20.7195,531.201
20.7295,510.181
20.7395,511.975
20.7495,526.282
20.7683,545.898
20.7695,544.018
20.7795,543.115
20.7895,546.643
20.7995,549.707
20.8103,557.312
20.8195,557.8
20.8295,538.086
20.8395,535.242
20.8495,551.782
20.8603,558.508
20.8694,546.155
20.8795,553.625
20.8895,573.682
20.8995,539.258
20.9105,557.202
20.9195,549.768
20.9294,548.84
20.9474,539.294
20.9495,543.115
20.9682,567.615
20.9695,564.6
20.9795,548.254
20.9894,538.306
20.9994,551.941
21.0103,553.796
21.0195,560.986
21.0295,558.594
21.0396,555.896
21.0496,552.893
21.0682,550.989
21.0696,544.922
21.0794,538.928
21.0896,537.06
21.0996,553.601
21.1094,548.584
21.1194,533.508
21.1294,555.09
21.1474,536.658
21.1495,550.037
21.1595,533.301
21.1695,545.923
21.1795,541.711
21.1894,532.581
21.1995,541.968
21.2095,547.644
21.2195,543.433
21.2294,546.924
21.2395,574.585
21.2495,579.504
21.2596,600.061
21.2703,607.788
21.2796,617.114
21.2896,608.008
21.2994,595.715
21.3094,604.797
21.3204,621.631
21.3296,619.543
21.3395,619.519
21.3495,622.009
21.3595,619.702
21.3706,614.038
21.3872,602.087
21.3895,621.216
21.3995,618.066
21.4094,613.074
21.4204,613.513
21.4295,594.385
21.4395,588.464
21.4494,598.376
21.4595,603.235
21.4705,605.017
21.4872,589.783
21.4896,615.185
21.4996,595.398
21.5096,583.496
21.5205,583.057
21.5295,596.497
21.5395,600.952
21.5495,612.268
21.5594,608.484
21.5704,600.195
21.5795,577.014
21.5895,582.764
21.5995,594.604
21.6095,597.07
21.6204,599.512
21.6295,605.408
21.6395,588.953
21.6495,581.738
21.6595,573.498
21.6704,575.769
21.6873,602.808
21.6895,602.283
21.6995,601.904
21.7095,575.696
21.7204,569.958
21.7295,595.935
21.7395,591.199
21.7495,570.886
21.7595,588.415
21.7704,603.882
21.7794,577.185
21.7895,571.619
21.7994,588.232
21.8095,599.365
21.8204,584.619
21.8295,574.451
21.8395,592.041
21.8495,580.102
21.8674,599.243
21.8703,590.088
21.8794,574.219
21.8894,581.116
21.8995,596.228
21.9095,564.88
21.9283,568.738
21.9295,570.984
21.9395,578.662
21.9495,582.812
21.9595,578.455
21.9702,593.042
21.9874,573.071
21.9895,588.867
21.9995,574.707
22.0095,581.714
22.0203,577.783
22.0295,570.862
22.0395,582.324
22.0495,563.989
22.0595,587.768
22.0704,560.498
22.0795,595.154
22.0894,562.402
22.0996,593.298
22.1096,571.216
22.1281,576.221
22.1296,572.363
22.1396,575.671
22.1496,576.868
22.1596,567.798
22.1705,574.683
22.1796,562.463
22.1894,577.795
22.1994,557.971
22.2094,583.765
22.2204,559.839
22.2295,587.488
22.2395,554.394
22.2495,588.232
22.2595,555.334
22.2704,587.842
22.2795,557.019
22.2895,583.923
22.2995,563.086
22.3095,575.098
22.3205,564.233
22.3296,565.43
22.3396,570.642
22.3496,551.672
22.3596,583.655
22.3694,556.836
22.3796,574.914
22.3896,567.371
22.3995,556.946
22.4095,583.606
22.4194,552.576
22.4295,577.075
22.4395,565.381
22.4495,558.069
22.4595,572.314
22.4695,547.62
22.4795,580.237
22.4895,560.62
22.5083,579.456
22.5095,577.649
22.5194,548.852
22.5295,569.397
22.5396,563.721
22.5505,546.851
22.5674,565.198
22.5694,563.501
22.5795,545.886
22.5895,576.184
22.6004,561.475
22.6095,544.043
22.6195,573.816
22.6295,563.342
22.6395,543.274
22.6504,571.46
22.6595,563.501
22.6695,543.42
22.6873,574.036
22.6895,563.086
22.7004,545.154
22.7095,555.176
22.7195,566.345
22.7295,547.375
22.7395,555.652
22.7504,568.384
22.7595,547.815
22.7694,555.359
22.7795,574.829
22.7895,559.033
22.7994,545.679
22.8095,539.16
22.8273,555.835
22.8295,557.056
22.8395,560.107
22.8495,559.351
22.8595,559.582
22.8695,558.484
22.8794,557.275
22.8895,555.908
22.8994,558.643
22.9094,556.909
22.9195,555.823
22.9295,559.436
22.9474,556.201
22.9495,556.152
22.9605,555.579
22.9695,556.396
22.9795,557.422
22.9895,555.542
23.0074,555.334
23.0104,554.761
23.0195,553.528
23.0295,552.844
23.0395,554.211
23.0494,554.895
23.0594,555.579
23.0695,553.87
23.0795,551.05
23.0895,553.967
23.0994,551.99
23.1095,552.258
23.1274,553.674
23.1295,551.001
23.1403,551.904
23.1495,550.732
23.1595,549.341
23.1695,548.56
23.1796,550.867
23.1903,547.986
23.1996,548.682
23.2096,548.657
23.2196,548.474
23.2296,550.171
23.2394,549.573
23.2496,546.484
23.2595,549.194
23.2695,545.386
23.2794,545.41
23.2895,547.852
23.2995,546.887
23.3095,547.62
23.3204,544.824
23.3295,547.082
23.3395,547.156
23.3495,543.664
23.3595,542.578
23.3705,544.421
23.3874,541.443
23.3896,541.931
23.3996,545.557
23.4096,539.783
23.4205,544.739
23.4296,543.359
23.4396,541.956
23.4496,541.821
23.4596,540.82
23.4705,542.81
23.4795,541.87
23.4895,543.005
23.4995,540.124
23.5095,541.15
23.5194,539.978
23.5295,540.369
23.5395,538.794
23.5495,540.454
23.5595,540.442
23.5695,540.234
23.5795,541.809
23.5895,540.918
23.6003,539.416
23.6094,540.112
23.6196,542.078
23.6294,549.792
23.6396,559.07
23.6504,539.966
23.6673,522.229
23.6695,515.002
23.6795,549.39
23.6895,537.671
23.7003,526.062
23.7095,536.084
23.7195,553.479
23.7294,539.648
23.7395,523.706
23.7502,531.445
23.7674,546.497
23.7695,542.273
23.7795,534.729
23.7895,525.488
23.8003,523.328
23.8095,524.17
23.8195,523.34
23.8295,521.643
23.8474,518.005
23.8504,520.923
23.8596,519.995
23.8696,520.837
23.8874,518.738
23.8895,521.631
23.9003,522.18
23.9095,520.63
23.9194,518.616
23.9295,519.519
23.9394,519.714
23.9503,519.397
23.9674,518.054
23.9695,519.043
23.9795,520.508
23.9895,518.774
24.0003,519.91
24.0095,519.421
24.0196,518.384
24.0296,516.089
24.0396,515.539
24.0494,519.531
24.0594,515.845
24.0695,515.674
24.0795,511.218
24.0895,510.339
24.0995,530.334
24.1095,545.373
24.1195,533.74
24.1304,513.696
24.1395,539.673
24.1494,516.052
24.1595,532.458
24.1695,517.432
24.1804,533.142
24.1895,521.081
24.1995,516.614
24.2095,521.252
24.2195,534.106
24.2305,533.215
24.2396,512.622
24.2496,520.752
24.2596,530.701
24.2696,519.665
24.2805,510.791
24.2896,525.464
24.2996,530.737
24.3095,517.627
24.3195,514.221
24.3304,525.879
24.3395,523.291
24.3495,505.554
24.3595,522.693
24.3695,529.053
24.3804,515.613
24.3895,512.451
24.3995,527.808
24.4095,511.841
24.4195,513.318
24.4307,525.72
24.4395,511.633
24.4496,509.497
24.4596,528.455
24.4696,504.224
24.4883,513.916
24.4896,518.384
24.4996,508.52
24.5096,528.418
24.5196,508.691
24.5305,522.681
24.5395,503.271
24.5495,519.324
24.5595,514.807
24.5695,509.387
24.5804,520.312
24.5895,507.8
24.5995,508.643
24.6095,520.129
24.6194,509.851
24.6305,505.127
24.6395,519.69
24.6496,512.414
24.6596,499.304
24.6696,514.966
24.6883,496.716
24.6895,501.562
24.6995,505.945
24.7095,516.98
24.7195,508.447
24.7304,498.035
24.7395,516.04
24.7495,508.252
24.7674,516.565
24.7695,514.075
24.7804,503.259
24.7895,502.881
24.7995,515.185
24.8095,496.326
24.8195,511.462
24.8304,502.27
24.8395,509.949
24.8495,507.08
24.8594,498.242
24.8695,515.198
24.8805,498.352
24.8895,514.075
24.8995,498.95
24.9095,515.015
24.9195,494.177
24.9315,510.022
24.9474,510.73
24.9495,508.704
24.9595,503.198
24.9695,497.131
24.9804,507.544
24.9895,500.427
24.9995,498.852
25.0095,508.765
25.0195,502.917
25.0294,492.664
25.0395,506.897
25.0495,507.495
25.0595,490.955
25.0695,502.771
25.0795,502.197
25.0895,492.895
25.0995,506.409
25.1104,500.415
25.1195,496.948
25.1294,507.361
25.1395,490.771
25.1495,503.723
25.1604,506.848
25.1694,486.768
25.1795,500.085
25.1895,504.761
25.1995,487.769
25.2104,494.69
25.2195,503.235
25.2295,489.416
25.2395,500.537
25.2495,494.47
25.2605,487.83
25.2695,504.285
25.2796,483.289
25.2896,496.619
25.2996,493.994
25.3106,487.402
25.3274,487.671
25.3296,483.581
25.3396,497.693
25.3496,491.235
25.3681,496.387
25.3695,500.122
25.3795,488.989
25.3895,504.456
25.3995,485.644
25.4103,502.209
25.4195,486.609
25.4295,502.844
25.4395,488.794
25.4495,494.177
25.4594,489.88
25.4695,489.477
25.4795,496.789
25.4896,478.052
25.4996,503.711
25.5096,484.424
25.5194,490.967
25.5294,494.531
25.5482,500.183
25.5496,503.21
25.5596,483.215
25.5695,489.392
25.5794,493.787
25.5894,476.55
25.6073,484.705
25.6095,482.678
25.6195,486.999
25.6294,493.726
25.6395,475.11
25.6495,497.424
25.6595,480.884
25.6705,489.246
25.6795,489.087
25.6895,475.293
25.6996,497.034
25.7096,479.846
25.7205,487.207
25.7296,492.175
25.7396,476.697
25.7496,495.752
25.7674,477.661
25.7694,473.12
25.7795,497.375
25.7895,481.018
25.7995,478.577
25.8095,495.117
25.8195,480.957
25.8295,482.935
25.8395,493.738
25.8504,478.882
25.8595,482.458
25.8695,489.856
25.8795,477.576
25.8895,478.992
25.9004,491.907
25.9095,479.98
25.9274,485.852
25.9295,481.616
25.9395,492.505
25.9504,480.542
25.9595,477.478
25.9695,478.931
25.9795,491.199
25.9894,487.488
26.0003,480.896
26.0095,477.295
26.0194,482.178
26.0294,495.337
26.0395,484.68
26.0502,472.827
26.0674,482.019
26.0695,482.544
26.0795,492.554
26.0895,482.544
26.1003,474.365
26.1095,469.299
26.1194,484.192
26.1295,490.442
26.1395,481.226
26.1503,471.851
26.1594,471.338
26.1695,486.621
26.1795,482.495
26.1895,471.289
26.2003,478.748
26.2095,483.093
26.2195,472.498
26.2295,475.171
26.2394,479.81
26.2503,466.956
26.2595,484.619
26.2695,468.494
26.2795,478.162
26.2895,471.045
26.2994,483.032
26.3095,466.931
26.3196,467.432
26.3296,478.967
26.3396,478.235
26.3496,481.226
26.3596,478.149
26.3696,478.125
26.3883,472.278
26.3896,478.577
26.3995,474.194
26.4095,469.653
26.4195,467.053
26.4304,474.707
26.4395,474.56
26.4495,462.695
26.4595,475.098
26.4695,462.036
26.4804,469.971
26.4895,464.575
26.4995,470.129
26.5094,463.916
26.5195,464.783
26.5307,469.507
26.5396,462.866
26.5496,462.244
26.5596,466.65
26.5696,467.883
26.5804,467.541
26.5896,467.102
26.5996,463.904
26.6095,462.524
26.6195,468.433
26.6304,482.068
26.6395,480.078
26.6495,502.502
26.6595,529.175
26.6694,537.817
26.6804,539.929
26.6895,546.265
26.7074,525.549
26.7095,536.133
26.7194,533.118
26.7304,546.216
26.7395,541.125
26.7496,543.835
26.7596,541.748
26.7696,536.89
26.7804,541.028
26.7895,536.279
26.7995,530.847
26.8095,535.986
26.8195,541.333
26.8305,544.543
26.8395,553.735
26.8495,535.376
26.8595,536.804
26.8694,548.01
26.8882,536.621
26.8895,532.349
26.8994,551.099
26.9095,534.839
26.9195,539.355
26.9294,545.813
26.9475,547.607
26.9494,552.856
26.9595,529.102
26.9695,552.27
26.9795,528.21
26.9895,547.449
26.9995,524.573
27.0104,541.15
27.0195,527.307
27.0295,538.538
27.0395,529.346
27.0495,538.538
27.0594,530.286
27.0695,536.243
27.0794,528.833
27.0895,535.791
27.0995,529.443
27.1095,528.711
27.1195,533.508
27.1295,523.999
27.1404,539.673
27.1495,519.788
27.1595,532.458
27.1695,527.234
27.1795,521.997
27.1903,538.977
27.1994,518.347
27.2095,532.495
27.2195,520.337
27.2295,519.763
27.2403,533.459
27.2495,514.429
27.2595,519.299
27.2695,532.861
27.2795,516.894
27.2902,514.551
27.2995,529.504
27.3094,518.579
27.3195,515.832
27.3295,522.754
27.3403,526.404
27.3495,507.617
27.3594,520.984
27.3695,526.111
27.3796,511.865
27.3904,506.946
27.4072,520.056
27.4096,521.667
27.4196,521.606
27.4294,513.306
27.4404,514.16
27.4496,506.409
27.4674,520.581
27.4695,512.598
27.4795,519.995
27.4903,518.628
27.4995,503.162
27.5095,515.027
27.5195,522.51
27.5295,506.824
27.5404,506.323
27.5495,516.931
27.5595,518.176
27.5695,506.079
27.5795,503.601
27.5905,503.101
27.5996,516.76
27.6096,510.803
27.6196,501.929
27.6296,501.807
27.6405,509.692
27.6496,507.434
27.6596,499.121
27.6696,508.081
27.6795,515.723
27.6904,507.471
27.6995,499.39
27.7095,504.431
27.7195,511.035
27.7295,501.062
27.7394,495.801
27.7495,502.429
27.7595,510.522
27.7695,502.734
27.7795,498.706
27.7895,503.943
27.7995,511.218
27.8096,496.24
27.8205,493.396
27.8296,503.088
27.8396,509.949
27.8496,496.228
27.8596,490.271
27.8694,495.85
27.8795,501.623
27.8895,503.589
27.8995,493.396
27.9095,493.066
27.9195,497.913
27.9294,499.402
27.9395,500.366
27.9494,492.932
27.968,495.227
27.9695,491.04
27.9795,498.999
27.9895,500.635
27.9995,493.103
28.0094,488.696
28.0195,489.148
28.0303,494.885
28.0395,499.365
28.0495,492.151
28.0594,487.183
28.0695,486.682
28.0794,489.453
28.0895,497.082
28.0995,497.681
28.1095,492.358
28.1195,486.926
28.1295,487.048
28.1474,493.848
28.1495,495.251
28.1603,497.974
28.1695,488.989
28.1874,488.623
28.1895,485.278
28.2074,495.129
28.2103,491.443
28.2273,483.984
28.2295,490.308
28.2395,482.678
28.2495,482.849
28.2603,491.455
28.2695,490.308
28.2795,483.74
28.2895,483.35
28.2995,486.731
28.3103,488.965
28.3272,477.356
28.3295,485.962
28.3394,481.274
28.3495,476.721
28.3594,480.859
28.3695,484.778
28.3795,489.123
28.3895,492.651
28.3995,484.949
28.4095,481.567
28.4195,477.295
28.4295,480.09
28.4405,485.693
28.4496,485.84
28.4596,486.829
28.4696,488.562
28.4873,475.037
28.4904,485.034
28.4996,479.016
28.5096,476.538
28.5196,478.65
28.5295,485.95
28.5404,485.73
28.5495,483.984
28.5595,480.615
28.5695,478.394
28.5795,480.835
28.5904,480.981
28.5995,489.246
28.6095,483.801
28.6195,479.871
28.6295,472.827
28.6483,491.101
28.6495,489.429
28.6596,482.312
28.6696,475.757
28.6796,487.146
28.6905,489.062
28.7073,489.978
28.7096,489.612
28.7196,481.641
28.7295,473.474
28.7405,477.441
28.7495,487.268
28.7673,479.26
28.7695,486.377
28.7795,481.616
28.7903,486.169
28.7994,484.9
28.8095,484.326
28.8195,485.632
28.8295,483.154
28.8405,476.807
28.8494,474.292
28.8594,472.742
28.8696,477.82
28.8796,479.37
28.8905,472.693
28.9074,483.313
28.9095,477.649
28.9195,475.488
28.9295,478.43
28.9394,476.843
28.9495,487.964
28.9672,481.824
28.9695,483.911
28.9794,494.128
28.9894,495.044
29.0073,499.194
29.0095,494.446
29.0195,498.34
29.0295,506.421
29.0395,512.549
29.0495,506.164
29.0595,494.202
29.0703,499.609
29.0795,516.479
29.0895,505.261
29.0995,497.327
29.1095,499.463
29.1202,498.914
29.1295,504.773
29.1395,515.149
29.1495,506.482
29.1595,500.781
29.1703,505.53
29.1795,519.934
29.1895,500.83
29.1995,505.859
29.2095,521.106
29.2203,503.772
29.2294,507.446
29.2395,519.128
29.2495,495.703
29.2595,508.667
29.2703,512.341
29.2795,501.379
29.2895,516.772
29.2995,495.935
29.3095,513.159
29.3203,506.323
29.3295,508.984
29.3395,504.358
29.3495,506.946
29.3673,507.69
29.3706,502.734
29.3795,506.262
29.3894,504.321
29.4073,508.313
29.4095,502.698
29.4283,509.338
29.4295,508.594
29.4395,497.424
29.4495,510.303
29.4595,495.203
29.4703,516.467
29.4795,497.51
29.4894,499.866
29.4996,507.642
29.5096,492.993
29.5203,509.839
29.5296,501.672
29.5396,490.149
29.5496,505.078
29.5594,506.067
29.5704,494.678
29.5795,497.925
29.5895,514.502
29.5995,500.525
29.6095,491.919
29.6203,489.575
29.6295,503.711
29.6394,513.684
