---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE07

Time Stamp (Second(s)), Accel X (G), Accel Y (G), Accel Z (G)
0.0087,-0.123,0.025,-0.181
0.0089,0.097,-0.046,0.146
0.009,0.097,-0.046,0.146
0.0091,0.097,-0.046,0.146
0.0095,0.097,-0.046,0.146
0.0114,-0.099,0.055,-0.174
0.0135,-0.032,-0.013,-0.097
0.0155,-0.008,0.021,-0.012
0.0174,-0.078,0.02,-0.099
0.0195,-0.106,0.015,-0.09
0.0276,0.074,-0.052,0.143
0.0278,0.074,-0.052,0.143
0.0287,0.028,-0.011,0.104
0.0289,0.028,-0.011,0.104
0.0295,-0.03,0.047,-0.135
0.0314,-0.078,0.006,-0.085
0.0335,-0.102,0.015,-0.107
0.0355,0.049,-0.002,0.08
0.0375,0.033,-0.024,0.1
0.0395,-0.056,-0.002,-0.152
0.0476,-0.018,0.033,-0.007
0.0478,-0.018,0.033,-0.007
0.048,-0.018,0.033,-0.007
0.0481,-0.01,-0.007,-0.014
0.0514,-0.019,0.007,-0.056
0.0534,0.009,-0.004,0.041
0.0554,0.034,-0.003,0.014
0.0574,-0.188,0.099,-0.186
0.0673,0.017,-0.019,0.038
0.0674,0.017,-0.019,0.038
0.0675,0.017,-0.019,0.038
0.0676,0.017,-0.019,0.038
0.0678,0.017,-0.019,0.038
0.0694,0.038,-0.032,0.091
0.0714,-0.081,0.028,-0.167
0.0734,-0.023,-0.002,0.007
0.0754,-0.06,0.026,-0.111
0.0774,0.034,-0.012,0.065
0.0794,0.004,-0.017,0.059
0.0874,0.028,-0.004,0.064
0.0875,0.028,-0.004,0.064
0.0876,0.028,-0.004,0.064
0.0878,0.028,-0.004,0.064
0.0894,0.036,-0.018,0.082
0.0914,-0.096,0.034,-0.138
0.0934,-0.093,0.042,-0.175
0.0954,0.006,-0.01,0.079
0.0974,-0.023,-0.008,0.014
0.0994,0.036,-0.015,0.047
0.1084,-0.082,0.035,-0.126
0.1085,-0.082,0.035,-0.126
0.1086,-0.082,0.035,-0.126
0.1094,0.044,-0.009,0.08
0.1115,0.075,-0.021,0.076
0.1134,-0.167,0.08,-0.176
0.1154,0.096,-0.051,0.219
0.1174,0.062,-0.039,0.182
0.1194,-0.185,0.046,-0.228
0.1275,-0.04,0.031,-0.079
0.1276,-0.04,0.031,-0.079
0.1277,-0.04,0.031,-0.079
0.1278,-0.04,0.031,-0.079
0.1295,-0.003,0.042,-0.025
0.1315,-0.02,0.041,-0.071
0.1335,-0.01,0.007,-0.011
0.1355,0.011,-0.003,-0.008
0.1375,-0.053,-0.016,-0.035
0.1395,-0.06,-0.029,-0.044
0.1475,-0.057,0.027,-0.015
0.1477,-0.003,0.019,-0.037
0.1478,-0.003,0.019,-0.037
0.1479,-0.003,0.019,-0.037
0.1495,-0.034,-0.002,-0.042
0.1516,-0.021,-0.006,-0.014
0.1535,0,0.017,-0.031
0.1556,-0.012,-0.005,-0.058
0.1574,-0.049,0.028,-0.022
0.1595,-0.014,0.025,-0.018
0.1674,-0.023,0.009,-0.109
0.1675,-0.023,0.009,-0.109
0.1677,0.007,0.024,-0.042
0.1678,0.007,0.024,-0.042
0.1695,-0.036,0.009,-0.05
0.1715,-0.026,0.034,-0.11
0.1735,-0.04,-0.014,0.009
0.1755,-0.017,0,-0.084
0.1774,-0.01,-0.008,-0.023
0.1881,-0.043,0.004,-0.043
0.1882,-0.043,0.004,-0.043
0.1884,-0.043,0.004,-0.043
0.1886,-0.043,0.004,-0.043
0.1895,-0.035,0.009,-0.073
0.1915,-0.056,-0.004,0.009
0.1935,-0.045,0.012,-0.004
0.1955,-0.013,-0.038,-0.032
0.1974,-0.003,-0.004,-0.047
0.1995,-0.07,0.04,-0.04
0.2076,-0.011,0.03,-0.035
0.2078,-0.011,0.03,-0.035
0.2079,-0.053,0.035,-0.045
0.208,-0.053,0.035,-0.045
0.2095,-0.008,-0.014,-0.01
0.2115,-0.003,0.03,-0.035
0.2135,-0.045,0.028,-0.104
0.2155,-0.031,0.004,-0.077
0.2174,-0.015,-0.038,-0.005
0.2195,-0.041,-0.023,0.077
0.2275,0.013,-0.035,-0.062
0.2276,0.013,-0.035,-0.062
0.2278,0.013,-0.035,-0.062
0.228,0.013,-0.035,-0.062
0.2295,0.035,-0.013,0.041
0.2335,-0.035,0.029,-0.164
0.2355,0.076,-0.045,-0.074
0.2374,0.154,-0.084,0.209
0.2394,0.195,-0.113,0.192
0.2474,-0.023,0.003,-0.144
0.2476,-0.023,0.003,-0.144
0.2477,-0.023,0.003,-0.144
0.2478,-0.023,0.003,-0.144
0.2495,-0.147,0.083,-0.133
0.2514,-0.16,0.062,-0.191
0.2534,0.063,-0.026,0.165
0.2554,0.014,-0.04,0.121
0.2574,0.005,-0.01,0.004
0.2594,-0.067,0.014,-0.123
0.2684,0.02,0.024,-0.062
0.2685,0.02,0.024,-0.062
0.2686,0.02,0.024,-0.062
0.2687,0.02,0.024,-0.062
0.2694,-0.022,-0.027,0.035
0.2714,-0.023,-0.031,0.082
0.2734,-0.054,-0.015,0.041
0.2754,0.006,0.01,-0.092
0.2774,0.023,0.009,-0.062
0.2794,-0.034,0.018,-0.036
0.2875,-0.018,-0.034,0.146
0.2884,-0.02,0.028,-0.134
0.2885,-0.02,0.028,-0.134
0.2886,-0.02,0.028,-0.134
0.2894,-0.018,0.007,-0.047
0.2914,0.017,-0.026,0.069
0.2934,0.009,0.026,-0.048
0.2954,0.066,-0.02,0.104
0.2974,0.004,0.006,0.136
0.2994,-0.055,0.027,-0.044
0.3075,0.035,-0.04,-0.045
0.3076,0.035,-0.04,-0.045
0.3077,0.035,-0.04,-0.045
0.3078,0.035,-0.04,-0.045
0.3095,-0.164,0.066,-0.175
0.3115,-0.214,0.071,-0.221
0.3135,0.1,-0.041,0.191
0.3155,0.088,-0.071,0.013
0.3175,-0.2,0.072,-0.144
0.3195,-0.22,0.108,-0.231
0.3276,0.024,-0.048,-0.044
0.3277,-0.128,0.046,-0.093
0.3278,-0.128,0.046,-0.093
0.3279,-0.128,0.046,-0.093
0.3295,0.12,-0.09,0.097
0.3315,-0.203,0.092,-0.239
0.3335,0,-0.018,-0.113
0.3355,-0.189,0.099,-0.163
0.3376,-0.079,0.033,-0.026
0.3395,-0.225,0.082,-0.152
0.3476,-0.05,0.074,-0.169
0.3477,0.155,-0.094,0.062
0.3479,0.155,-0.094,0.062
0.348,0.155,-0.094,0.062
0.3495,-0.145,0.069,-0.136
0.3515,-0.07,0.027,-0.074
0.3535,0.191,-0.077,0.154
0.3555,0.192,-0.078,0.083
0.3575,-0.106,-0.003,-0.038
0.3683,0.098,-0.043,-0.008
0.3684,0.098,-0.043,-0.008
0.3685,0.098,-0.043,-0.008
0.3687,0.098,-0.043,-0.008
0.3695,0.018,-0.062,0.115
0.3715,-0.168,0.062,-0.218
0.3735,-0.108,0.052,-0.182
0.3755,0.051,-0.01,0.129
0.3775,-0.087,0.012,0.04
0.3795,-0.179,0.039,-0.142
0.3876,-0.158,0.029,-0.074
0.3878,-0.158,0.029,-0.074
0.388,0.141,-0.068,0.162
0.3881,0.141,-0.068,0.162
0.3895,-0.037,0.006,-0.133
0.3915,-0.05,0.044,-0.193
0.3934,-0.009,0.019,-0.078
0.3955,0.15,-0.109,0.193
0.3975,0.116,-0.067,0.117
0.3995,-0.221,0.072,-0.162
0.4076,0.03,-0.009,-0.044
0.4078,0.03,-0.009,-0.044
0.408,0.03,-0.009,-0.044
0.4081,-0.236,0.07,-0.158
0.4095,0.157,-0.094,0.166
0.4134,-0.132,0.001,-0.028
0.4155,-0.135,0.018,-0.013
0.4175,-0.179,0.056,-0.215
0.4194,-0.194,0.088,-0.194
0.4274,0.05,-0.043,0.093
0.4277,0.05,-0.043,0.093
0.4279,0.05,-0.043,0.093
0.4281,0.05,-0.043,0.093
0.4294,0.118,-0.096,0.188
0.4314,-0.212,0.058,-0.115
0.4334,-0.219,0.078,-0.15
0.4354,-0.127,0.017,-0.024
0.4374,-0.17,0.055,-0.156
0.4473,0.137,-0.113,0.15
0.4484,-0.071,0.055,-0.159
0.4485,-0.071,0.055,-0.159
0.4486,-0.071,0.055,-0.159
0.4487,-0.071,0.055,-0.159
0.4494,0.147,-0.057,0.063
0.4514,0.046,-0.079,0.084
0.4534,0.097,-0.076,0.086
0.4554,-0.098,-0.003,-0.045
0.4574,0.141,-0.112,0.189
0.4594,0.105,-0.047,-0.035
0.4674,0.194,-0.129,0.193
0.4684,-0.212,0.111,-0.261
0.4685,-0.212,0.111,-0.261
0.4686,-0.212,0.111,-0.261
0.4694,0.021,-0.061,0.14
0.4714,0.002,-0.076,0.01
0.4734,0.054,-0.055,0.131
0.4755,-0.226,0.06,-0.154
0.4774,0.021,-0.073,0.099
0.4794,-0.189,0.059,-0.074
0.4875,-0.064,-0.037,-0.041
0.4876,-0.064,-0.037,-0.041
0.4877,-0.064,-0.037,-0.041
0.4878,-0.064,-0.037,-0.041
0.4894,-0.122,0.045,-0.154
0.4915,-0.229,0.079,-0.231
0.4935,0.088,-0.037,-0.027
0.4955,0.127,-0.065,0.08
0.4975,0.073,-0.077,0.155
0.4995,-0.241,0.079,-0.088
0.5075,0.043,-0.056,0.124
0.5076,0.117,-0.02,-0.012
0.5078,0.117,-0.02,-0.012
0.5079,0.117,-0.02,-0.012
0.5094,0.1,-0.078,0.118
0.5115,-0.231,0.069,-0.118
0.5135,-0.165,0.034,-0.04
0.5155,-0.116,0.024,-0.128
0.5175,-0.182,0.09,-0.238
0.5195,0.147,-0.05,0.035
0.5276,0.151,-0.105,0.118
0.5277,-0.11,0.063,-0.143
0.5278,-0.11,0.063,-0.143
0.5279,-0.11,0.063,-0.143
0.5295,-0.129,0,-0.041
0.5315,-0.013,-0.045,0.05
0.5335,-0.236,0.064,-0.129
0.5355,-0.177,0.015,-0.071
0.5375,-0.072,-0.022,0.014
0.5394,-0.223,0.084,-0.195
0.5483,0.169,-0.075,0.072
0.5485,0.169,-0.075,0.072
0.5487,0.169,-0.075,0.072
0.5489,-0.229,0.077,-0.205
0.5494,-0.229,0.077,-0.205
0.5515,-0.188,0.054,-0.079
0.5535,-0.081,0.059,-0.1
0.5555,-0.139,0.032,-0.155
0.5575,0.163,-0.052,0.09
0.5594,0.164,-0.075,0.088
0.5675,-0.142,0.038,-0.15
0.5687,-0.129,0.006,-0.05
0.5689,-0.129,0.006,-0.05
0.569,0.037,-0.049,0.031
0.5694,0.037,-0.049,0.031
0.5715,-0.024,-0.005,-0.033
0.5735,-0.059,0.049,-0.07
0.5755,-0.025,-0.002,-0.07
0.5775,-0.017,-0.007,-0.029
0.5794,-0.042,-0.014,-0.027
0.5875,-0.039,-0.01,-0.075
0.5877,-0.039,-0.01,-0.075
0.5879,-0.039,-0.01,-0.075
0.588,-0.049,0.005,0.033
0.5894,-0.008,-0.015,-0.064
0.5915,0.008,0.01,-0.053
0.5935,-0.021,0.013,-0.04
0.5954,-0.015,-0.029,-0.021
0.5974,-0.023,-0.022,-0.029
0.5994,-0.027,-0.013,-0.023
0.6075,-0.033,0.009,-0.013
0.6077,-0.033,0.009,-0.013
0.6079,-0.033,0.009,-0.013
0.608,-0.033,0.009,-0.013
0.6094,-0.003,-0.002,-0.022
0.6114,-0.005,-0.026,-0.025
0.6134,-0.012,-0.009,-0.023
0.6154,-0.029,0,-0.064
0.6174,0.02,-0.009,-0.009
0.6194,0.008,0.004,-0.004
0.6274,-0.053,0.018,-0.08
0.6275,-0.053,0.018,-0.08
0.6277,-0.053,0.018,-0.08
0.6279,-0.053,0.018,-0.08
0.6294,-0.077,-0.004,-0.009
0.6314,-0.035,0.023,-0.057
0.6334,0.003,-0.024,-0.059
0.6354,-0.061,-0.014,-0.032
0.6374,-0.005,0.027,-0.058
0.6394,-0.041,0.025,-0.043
0.6484,-0.012,0.012,-0.049
0.6485,-0.012,0.012,-0.049
0.6486,-0.012,0.012,-0.049
0.6487,-0.012,0.012,-0.049
0.6494,-0.02,-0.004,-0.07
0.6514,-0.012,0.037,-0.06
0.6534,-0.079,0.018,-0.053
0.6554,-0.053,-0.05,0.008
0.6574,-0.019,-0.047,-0.014
0.6594,-0.027,0.076,-0.075
0.6675,-0.111,0.007,-0.118
0.6685,-0.104,-0.003,0.027
0.6686,-0.104,-0.003,0.027
0.6687,-0.104,-0.003,0.027
0.6695,0.129,-0.079,0.132
0.6714,0.102,-0.06,0.176
0.6734,-0.26,0.076,-0.203
0.6755,-0.196,0.047,-0.109
0.6775,0.01,-0.057,0.072
0.6874,-0.115,0.078,-0.104
0.6875,0.074,-0.076,0.09
0.6877,0.074,-0.076,0.09
0.6878,0.074,-0.076,0.09
0.6879,0.074,-0.076,0.09
0.6915,0.04,-0.04,0.126
0.6935,-0.086,0.047,-0.179
0.6954,-0.065,0.015,-0.14
0.6975,-0.027,-0.005,-0.01
0.6995,0.013,-0.004,0.05
0.7076,-0.039,-0.021,-0.127
0.7077,-0.046,0.002,0.004
0.7078,-0.046,0.002,0.004
0.7079,-0.046,0.002,0.004
0.7095,0.001,-0.008,0.027
0.7114,-0.066,-0.018,-0.111
0.7135,-0.047,-0.02,-0.128
0.7154,-0.063,-0.021,-0.055
0.7175,-0.078,-0.006,-0.144
0.7195,-0.056,-0.046,-0.062
0.7276,-0.089,0.005,-0.129
0.7277,0.013,-0.003,0.043
0.7279,0.013,-0.003,0.043
0.728,0.013,-0.003,0.043
0.7295,-0.038,-0.027,-0.052
0.7314,-0.039,-0.041,-0.087
0.7335,-0.017,-0.042,0.054
0.7354,-0.084,-0.019,-0.098
0.7375,-0.03,-0.024,-0.005
0.7395,-0.047,-0.038,-0.126
0.7486,0.011,-0.058,0.069
0.7488,0.011,-0.058,0.069
0.7489,-0.062,0.01,-0.082
0.7495,-0.062,0.01,-0.082
0.7514,-0.017,0,-0.032
0.7535,-0.113,-0.005,-0.121
0.7554,0.112,-0.075,0.087
0.7575,0.088,-0.067,0.115
0.7595,-0.071,-0.018,-0.13
0.7676,0.153,-0.098,0.085
0.7678,0.153,-0.098,0.085
0.768,-0.263,0.089,-0.194
0.7681,-0.263,0.089,-0.194
0.7695,-0.194,0.083,-0.264
0.7714,-0.05,-0.015,-0.138
0.7735,-0.146,0.055,-0.134
0.7754,-0.216,0.073,-0.2
0.7775,0.119,-0.06,0.172
0.7795,-0.06,-0.011,0.043
0.7876,-0.188,0.062,-0.036
0.7878,-0.188,0.062,-0.036
0.788,-0.188,0.062,-0.036
0.7881,0.169,-0.082,0.048
0.7894,-0.177,0.057,-0.142
0.7915,-0.211,0.077,-0.144
0.7934,-0.177,0.092,-0.204
0.7954,-0.213,0.066,-0.094
0.7974,-0.12,0.028,-0.088
0.8073,-0.142,0.033,-0.087
0.8074,-0.142,0.033,-0.087
0.8075,-0.142,0.033,-0.087
0.8077,-0.142,0.033,-0.087
0.8079,-0.142,0.033,-0.087
0.8094,-0.028,0.013,-0.129
0.8114,0.017,-0.041,0.07
0.8134,-0.104,0.039,-0.224
0.8155,0.062,-0.038,0.001
0.8174,-0.127,0.03,-0.069
0.8194,-0.098,0.031,-0.211
0.8282,0.032,-0.006,-0.066
0.8284,-0.122,0.023,-0.17
0.8285,-0.122,0.023,-0.17
0.8286,-0.122,0.023,-0.17
0.8294,0.132,-0.085,0.134
0.8314,-0.196,0.043,-0.122
0.8334,-0.198,0.064,-0.199
0.8354,0.164,-0.066,0.07
0.8374,0.178,-0.089,0.119
0.8394,0.16,-0.054,0.014
0.8474,0.132,-0.127,0.113
0.8485,-0.134,0.065,-0.159
0.8486,-0.134,0.065,-0.159
0.8487,-0.134,0.065,-0.159
0.8494,-0.072,-0.021,0.02
0.8514,0.026,-0.063,0.042
0.8534,0.165,-0.117,0.133
0.8554,0.119,-0.099,0.2
0.8574,0.123,-0.097,-0.002
0.8594,0.112,-0.108,0.118
0.8675,-0.045,-0.035,0.026
0.8676,-0.045,-0.035,0.026
0.8677,-0.045,-0.035,0.026
0.8678,-0.045,-0.035,0.026
0.8695,-0.214,0.069,-0.19
0.8715,-0.21,0.042,-0.133
0.8735,0.088,-0.081,0.12
0.8755,0.085,-0.065,0.141
0.8775,-0.235,0.045,-0.16
0.8795,-0.227,0.067,-0.142
0.8875,0.097,-0.069,0.104
0.8877,0.061,-0.029,-0.046
0.8878,0.061,-0.029,-0.046
0.8879,0.061,-0.029,-0.046
0.8895,0.086,-0.079,0.157
0.8915,-0.26,0.077,-0.164
0.8935,-0.204,0.068,-0.183
0.8956,0.141,-0.075,0.071
0.8975,0.19,-0.115,0.128
0.8995,-0.137,0.018,-0.01
0.9076,0.097,-0.069,0.183
0.9077,0.049,-0.016,-0.081
0.9078,0.049,-0.016,-0.081
0.908,0.049,-0.016,-0.081
0.9096,-0.19,0.04,-0.198
0.9115,-0.092,0.019,-0.156
0.9135,0.071,-0.055,0.15
0.9155,-0.045,-0.015,0.052
0.9175,-0.183,0.033,-0.152
0.9284,-0.03,-0.023,0.096
0.9286,-0.03,-0.023,0.096
0.9288,-0.03,-0.023,0.096
0.9289,0.162,-0.082,0.057
0.9295,0.162,-0.082,0.057
0.9314,0.174,-0.091,0.112
0.9335,-0.146,0.04,-0.058
0.9355,-0.155,0.003,-0.045
0.9375,-0.222,0.086,-0.232
0.9473,0.078,-0.012,-0.025
0.9476,0.078,-0.012,-0.025
0.9478,0.078,-0.012,-0.025
0.9479,-0.176,0.044,-0.139
0.948,-0.176,0.044,-0.139
0.9495,-0.016,-0.006,0.003
0.9514,0.253,-0.127,0.206
0.9535,0.149,-0.09,0.077
0.9555,0.168,-0.109,0.152
0.9574,-1.07,0.191,-0.118
0.9595,-0.078,-0.015,-0.323
0.9676,-0.073,0.002,0.021
0.9678,-0.073,0.002,0.021
0.968,-0.073,0.002,0.021
0.9681,-0.132,-0.023,-0.166
0.9695,0.02,-0.039,-0.122
0.9734,0.066,-0.023,0.03
0.9755,-0.014,-0.032,0.03
0.9774,-0.075,0.008,-0.036
0.9794,-0.036,0.01,-0.161
0.9874,-0.189,0.056,-0.114
0.9875,-0.189,0.056,-0.114
0.9876,-0.189,0.056,-0.114
0.9877,-0.189,0.056,-0.114
0.9894,-0.161,0.039,-0.122
0.9914,-0.233,0.105,-0.107
0.9934,-0.081,0.001,-0.023
0.9954,-0.061,0.013,-0.011
0.9974,0.004,-0.061,0.016
1.0072,-0.012,0.016,-0.009
1.0082,-0.012,0.016,-0.009
1.0083,-0.054,-0.021,0.006
1.0084,-0.054,-0.021,0.006
1.0085,-0.054,-0.021,0.006
1.0094,-0.021,0.008,0.029
1.0114,-0.027,-0.026,-0.005
1.0134,-0.091,-0.019,-0.052
1.0154,0.002,-0.036,-0.021
1.0174,-0.03,0,-0.074
1.0273,-0.066,0,-0.003
1.0275,-0.066,0,-0.003
1.0285,-0.03,-0.03,-0.005
1.0286,-0.03,-0.03,-0.005
1.0287,-0.03,-0.03,-0.005
1.0294,-0.062,-0.01,0.019
1.0314,-0.037,-0.025,-0.031
1.0334,-0.035,-0.043,0.027
1.0354,-0.051,-0.031,0.007
1.0374,-0.024,-0.039,0.005
1.0394,-0.033,0.03,-0.033
1.0474,0.061,-0.049,0.041
1.0475,0.061,-0.049,0.041
1.0477,0.061,-0.049,0.041
1.0478,0.061,-0.049,0.041
1.0494,-0.142,0.015,-0.159
1.0515,-0.056,0.008,-0.155
1.0535,0.088,-0.091,0.182
1.0555,0.108,-0.07,0.16
1.0575,0.188,-0.118,0.178
1.0595,0.039,-0.068,0.125
1.0675,0.079,-0.042,0.18
1.0676,-0.134,0.001,-0.226
1.0677,-0.134,0.001,-0.226
1.0678,-0.134,0.001,-0.226
1.0695,-0.107,0,-0.195
1.0715,-0.083,0.02,-0.199
1.0734,-0.039,-0.02,0.043
1.0755,-0.069,0.01,-0.102
1.0774,0.022,-0.017,0.107
1.0795,-0.024,-0.014,0.021
1.0875,-0.013,-0.031,-0.008
1.0876,-0.013,-0.031,-0.008
1.0877,-0.101,-0.009,0.016
1.0879,-0.101,-0.009,0.016
1.0896,0.026,-0.002,-0.079
1.0915,0.021,-0.022,-0.072
1.0935,0.009,-0.033,-0.103
1.0955,-0.049,-0.017,0.116
1.0974,-0.045,-0.029,0.118
1.0995,-0.009,-0.012,-0.078
1.1084,-0.007,-0.016,-0.039
1.1086,-0.007,-0.016,-0.039
1.1088,-0.038,0.005,-0.062
1.1089,-0.038,0.005,-0.062
1.1096,-0.038,0.005,-0.062
1.1115,-0.028,-0.004,-0.007
1.1134,0,-0.023,-0.121
1.1155,0.002,-0.005,-0.141
1.1174,-0.093,0.001,0.066
1.1273,-0.052,-0.011,-0.163
1.1275,-0.052,-0.011,-0.163
1.1285,-0.07,-0.027,0.014
1.1286,-0.07,-0.027,0.014
1.1287,-0.07,-0.027,0.014
1.1295,-0.025,0.006,-0.107
1.1315,-0.104,-0.02,-0.122
1.1334,-0.021,0.006,0.039
1.1355,-0.025,0.013,0.028
1.1374,-0.123,0.032,-0.085
1.1395,0.136,-0.082,0.16
1.1475,0.039,-0.028,-0.026
1.1476,0.039,-0.028,-0.026
1.1478,0.039,-0.028,-0.026
1.1479,0.039,-0.028,-0.026
1.1495,0.098,-0.063,0.025
1.1515,-0.118,0.012,-0.01
1.1535,-0.097,0.026,-0.162
1.1555,-0.012,-0.054,0.094
1.1574,-0.106,-0.005,-0.129
1.1594,-0.011,-0.018,0.081
1.1673,0.031,-0.038,0.002
1.1675,0.031,-0.038,0.002
1.1676,0.031,-0.038,0.002
1.1677,0.031,-0.038,0.002
1.1694,-0.02,-0.04,-0.115
1.1714,0.001,-0.015,0.038
1.1734,0.006,-0.077,0.072
1.1754,-0.027,0.02,-0.018
1.1774,-0.013,0.038,-0.006
1.1794,-0.021,-0.027,-0.037
1.1874,0.007,-0.02,-0.018
1.1875,0.007,-0.02,-0.018
1.1876,0.007,-0.02,-0.018
1.1877,0.007,-0.02,-0.018
1.1894,-0.065,-0.03,0.005
1.1914,-0.029,-0.022,0.024
1.1934,-0.013,-0.008,0
1.1954,-0.019,-0.002,-0.077
1.1974,-0.039,-0.023,-0.054
1.2073,-0.035,-0.037,-0.019
1.2084,-0.055,0.015,-0.033
1.2085,-0.055,0.015,-0.033
1.2086,-0.055,0.015,-0.033
1.2087,-0.055,0.015,-0.033
1.2094,-0.025,-0.012,-0.05
1.2114,-0.03,-0.01,-0.036
1.2134,-0.045,0.002,-0.037
1.2154,-0.012,-0.004,-0.057
1.2174,-0.033,-0.013,-0.023
1.2274,0,0.006,-0.064
1.2275,-0.025,-0.023,-0.035
1.2284,-0.038,-0.02,0
1.2285,-0.038,-0.02,0
1.2287,-0.038,-0.02,0
1.2294,-0.006,-0.007,-0.018
1.2314,-0.017,-0.013,-0.016
1.2334,-0.015,-0.035,0.016
1.2354,-0.035,-0.018,-0.034
1.2375,-0.022,-0.01,-0.043
1.2474,-0.046,-0.013,-0.013
1.2476,-0.014,0.032,-0.034
1.2477,-0.014,0.032,-0.034
1.2478,-0.014,0.032,-0.034
1.2479,-0.014,0.032,-0.034
1.2495,-0.008,-0.023,-0.051
1.2515,-0.034,0.012,-0.035
1.2535,-0.024,0.005,0.004
1.2555,-0.01,-0.02,0.007
1.2575,-0.016,-0.019,-0.047
1.2674,-0.003,-0.025,0.003
1.2676,-0.003,-0.025,0.003
1.2677,-0.047,-0.006,-0.038
1.2678,-0.047,-0.006,-0.038
1.2679,-0.047,-0.006,-0.038
1.2695,-0.033,0.003,-0.044
1.2715,-0.03,-0.02,-0.039
1.2734,-0.011,-0.042,-0.028
1.2755,0.001,-0.005,-0.022
1.2775,-0.023,-0.007,-0.042
1.2874,-0.024,0.011,-0.019
1.2877,-0.024,0.011,-0.019
1.2878,-0.014,-0.015,-0.053
1.2879,-0.014,-0.015,-0.053
1.288,-0.014,-0.015,-0.053
1.2895,0.003,-0.022,-0.016
1.2915,-0.033,0,-0.037
1.2934,-0.014,0.007,-0.049
1.2955,-0.018,-0.005,-0.047
1.2975,-0.036,0.005,-0.026
1.2995,-0.052,-0.003,-0.027
1.3084,-0.042,-0.013,-0.03
1.3085,-0.042,-0.013,-0.03
1.3087,-0.042,-0.013,-0.03
1.3088,-0.014,0.021,-0.036
1.3095,-0.014,0.021,-0.036
1.3115,-0.034,-0.026,-0.036
1.3134,-0.015,0.022,-0.01
1.3155,-0.073,0.018,-0.039
1.3175,-0.011,-0.024,-0.045
1.3273,-0.029,0,-0.052
1.3275,-0.029,0,-0.052
1.3284,0.007,-0.013,0.016
1.3285,0.007,-0.013,0.016
1.3286,0.007,-0.013,0.016
1.3295,0.045,-0.01,-0.038
1.3315,0.008,0,-0.065
1.3334,-0.047,0.015,-0.058
1.3355,-0.036,-0.011,0.012
1.3375,0.03,-0.041,-0.006
1.3473,-0.006,-0.005,0
1.3475,-0.006,-0.005,0
1.3477,-0.006,-0.005,0
1.3479,-0.006,-0.005,0
1.3481,-0.034,-0.037,-0.079
1.3495,0.004,-0.045,0.016
1.3515,-0.017,0.001,-0.022
1.3534,-0.032,-0.016,-0.022
1.3555,-0.054,-0.002,-0.089
1.3574,-0.027,-0.003,-0.042
1.3672,-0.33,-0.108,0.141
1.3673,-0.33,-0.108,0.141
1.3675,-0.33,-0.108,0.141
1.3676,-0.33,-0.108,0.141
1.3678,-0.33,-0.108,0.141
1.3695,-0.446,0.133,-0.286
1.3714,-0.274,-0.117,0.125
1.3734,-0.146,0.105,-0.416
1.3754,-0.22,-0.029,-0.138
1.3774,-0.263,0.072,0.054
1.3873,-0.425,0.115,0.142
1.3874,-0.425,0.115,0.142
1.3875,-0.425,0.115,0.142
1.3876,-0.425,0.115,0.142
1.3878,-0.425,0.115,0.142
1.3894,-0.332,-0.151,0.028
1.3914,-0.338,0.008,0.118
1.3934,-0.312,-0.079,-0.166
1.3954,-0.328,0.169,-0.175
1.3974,-0.411,-0.026,-0.152
1.3994,-0.611,0.085,0.038
1.4083,-0.217,0.01,-0.056
1.4084,-0.314,-0.007,-0.243
1.4085,-0.314,-0.007,-0.243
1.4086,-0.314,-0.007,-0.243
1.4094,-0.477,0.147,-0.154
1.4114,-0.502,0.115,-0.054
1.4134,-0.597,0.14,-0.087
1.4154,-0.644,0.039,0.078
1.4174,-0.347,0.029,-0.002
1.4273,-0.497,0.203,0.037
1.4274,-0.574,0.065,-0.173
1.4285,-0.759,0.11,-0.133
1.4286,-0.759,0.11,-0.133
1.4287,-0.759,0.11,-0.133
1.4295,-0.759,0.11,-0.133
1.4315,-0.655,0.163,0.09
1.4335,-0.794,0.17,0.164
1.4355,-1.016,0.425,-0.031
1.4375,0.231,0.125,0.18
1.4473,0.535,0.023,-0.113
1.4475,0.535,0.023,-0.113
1.4476,0.74,0.149,-0.18
1.4477,0.74,0.149,-0.18
1.4478,0.74,0.149,-0.18
1.4495,0.435,-0.11,0.013
1.4515,0.233,-0.102,-0.138
1.4535,-0.252,0.066,-0.227
1.4554,0.062,0.102,0.085
1.4575,0.136,-0.134,0.238
1.4594,-0.969,0.051,0.18
1.4675,-0.625,0.256,-0.127
1.4676,-0.479,0.113,-0.168
1.4678,-0.479,0.113,-0.168
1.4679,-0.479,0.113,-0.168
1.4694,-0.433,0.194,-0.123
1.4715,-0.08,0.059,-0.222
1.4735,0.029,0.185,-0.191
1.4754,0.048,0.154,-0.256
1.4775,0.007,0.061,-0.079
1.4794,-0.028,0.1,-0.067
1.4875,-0.098,0.168,-0.115
1.4877,-0.098,0.168,-0.115
1.4878,0.095,0.114,0.115
1.4879,0.095,0.114,0.115
1.4895,0.112,0.097,-0.102
1.4915,-0.157,0.133,0.101
1.4935,-0.708,0.274,0.08
1.4954,-0.689,0.127,-0.045
1.4975,-0.573,0.04,0.072
1.4994,-0.588,0.045,0.124
1.5082,-0.052,0.239,-0.266
