---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE07

Time Stamp (Second(s)), Accel X (G), Accel Y (G), Accel Z (G)
25.8475,0.05,-0.158,-0.145
25.8476,0.05,-0.158,-0.145
25.8477,0.05,-0.158,-0.145
25.8478,0.05,-0.158,-0.145
25.8494,0.034,-0.103,-0.041
25.8514,-0.044,0.038,-0.233
25.8534,-0.012,-0.086,-0.098
25.8554,0.06,-0.075,0.004
25.8574,0.114,-0.149,0.033
25.8594,0.384,-0.105,0.221
25.8675,0.127,0.058,-0.096
25.8676,0.127,0.058,-0.096
25.8677,0.127,0.058,-0.096
25.8678,0.127,0.058,-0.096
25.8694,0.128,0.091,-0.081
25.8714,0.211,-0.003,-0.049
25.8734,0.287,-0.056,-0.034
25.8755,0.066,-0.083,0.011
25.8775,-0.548,0.016,0.07
25.8795,-0.515,-0.141,0.041
25.8875,-0.078,-0.01,0.119
25.8877,-0.078,-0.01,0.119
25.8878,-0.078,-0.01,0.119
25.8879,-0.078,-0.01,0.119
25.8895,0.188,-0.118,0.023
25.8915,0.18,-0.128,0.021
25.8934,0.025,-0.135,-0.139
25.8955,0.113,-0.122,0.093
25.8975,-0.041,0.04,0.039
25.8994,0.068,-0.077,-0.132
25.9084,0.061,-0.147,-0.074
25.9085,0.061,-0.147,-0.074
25.9086,0.061,-0.147,-0.074
25.9087,0.031,0.107,-0.15
25.9094,0.031,0.107,-0.15
25.9115,0.106,-0.061,-0.12
25.9134,0.173,-0.092,-0.171
25.9155,0.2,-0.14,0.062
25.9175,0.522,-0.256,0.286
25.9274,0.097,0.006,-0.216
25.9277,0.097,0.006,-0.216
25.9286,0.047,-0.048,-0.2
25.9287,0.352,-0.108,0.099
25.9288,0.352,-0.108,0.099
25.9294,0.352,-0.108,0.099
25.9315,0.415,-0.124,0.199
25.9334,0.495,-0.101,0.204
25.9355,0.143,-0.008,-0.12
25.9375,0.318,0.017,0.099
25.9394,0.257,0.024,0.046
25.9475,0.14,-0.066,0.071
25.9477,0.14,-0.066,0.071
25.9478,0.146,-0.084,0.068
25.9479,0.146,-0.084,0.068
25.9494,0.103,-0.065,0.074
25.9515,0.047,-0.05,0.026
25.9534,-0.048,0.03,-0.057
25.9555,-0.027,0.036,-0.021
25.9575,0.071,0.083,-0.057
25.9594,0.049,0.082,0.006
25.9673,0.092,0.01,0.018
25.9675,0.092,0.01,0.018
25.9677,0.092,0.01,0.018
25.9679,0.092,0.01,0.018
25.9694,0.02,0.035,0.026
25.9715,0.095,0.098,-0.038
25.9734,0.13,0.025,-0.124
25.9754,0.138,-0.098,0.016
25.9776,-0.037,0.066,-0.067
25.9794,0.002,0.082,-0.128
25.9874,0.209,0.116,0.065
25.9876,0.209,0.116,0.065
25.9878,0.209,0.116,0.065
25.988,0.209,0.116,0.065
25.9895,0.112,0.067,-0.014
25.9915,0.159,0.002,-0.012
25.9934,0.125,-0.009,0.051
25.9954,0.029,0.027,0.084
25.9974,-1.133,0.107,0.029
25.9994,-1.076,0.124,-0.488
26.0083,-0.549,0.136,-0.119
26.0084,-0.549,0.136,-0.119
26.0085,-0.549,0.136,-0.119
26.0086,-0.549,0.136,-0.119
26.0095,-0.296,0.011,-0.047
26.0114,-0.06,0.24,-0.321
26.0135,0.193,-0.041,-0.019
26.0154,0.099,0.268,-0.158
26.0174,0.044,0.125,0.051
26.0274,0.736,0.096,0.045
26.0275,0.736,0.096,0.045
26.0285,0.382,0.237,0.121
26.0287,0.382,0.237,0.121
26.0288,0.382,0.237,0.121
26.0295,0.382,0.25,-0.071
26.0314,0.283,-0.089,-0.245
26.0334,0.278,-0.114,0.043
26.0354,0.186,-0.103,-0.148
26.0374,0.441,-0.003,0.256
26.0394,0.3,0.109,-0.008
26.0475,-0.699,0.211,-0.153
26.0476,-0.699,0.211,-0.153
26.0477,-0.699,0.211,-0.153
26.0479,-0.699,0.211,-0.153
26.0494,-0.47,0.027,0.017
26.0514,-0.302,0.148,0.067
26.0534,-0.002,0.054,0.069
26.0555,0.125,0.004,-0.043
26.0574,0.074,0.042,-0.019
26.0674,0.534,-0.017,-0.06
26.0675,0.681,0.016,0.112
26.0676,0.681,0.016,0.112
26.0677,0.681,0.016,0.112
26.0679,0.681,0.016,0.112
26.0694,0.375,0.184,-0.067
26.0714,0.158,0.152,0.08
26.0734,0.145,0.046,0.14
26.0754,0.22,0.116,-0.046
26.0774,0.327,0.143,0.179
26.0794,0.204,0.109,-0.112
26.0875,-0.325,-0.072,0.096
26.0876,-0.325,-0.072,0.096
26.0877,-0.325,-0.072,0.096
26.0878,-0.325,-0.072,0.096
26.0895,-0.855,0.162,-0.276
26.0915,-0.315,-0.023,-0.051
26.0935,-0.021,0,-0.106
26.0955,0.066,-0.195,-0.143
26.0975,0.046,-0.245,-0.052
26.0995,-0.007,-0.113,-0.175
26.1083,0.182,0.007,0.183
26.1085,0.182,0.007,0.183
26.1087,0.134,-0.032,0.06
26.1088,0.134,-0.032,0.06
26.1094,0.134,-0.032,0.06
26.1115,0.229,-0.022,0.066
26.1136,0.014,-0.011,-0.185
26.1154,-0.177,0.107,-0.255
26.1176,-0.364,0.09,-0.011
26.1274,-0.134,-0.155,-0.085
26.1276,-0.134,-0.155,-0.085
26.1287,0.189,-0.169,-0.031
26.1288,0.189,-0.169,-0.031
26.1289,0.189,-0.169,-0.031
26.1295,0.189,-0.169,-0.031
26.1315,0.087,0.044,-0.08
26.1335,0.061,0.045,-0.144
26.1354,0.079,-0.091,-0.144
26.1375,-0.109,-0.064,-0.16
26.1394,-0.016,-0.156,-0.103
26.1475,-0.137,0.046,-0.279
26.1477,-0.137,0.046,-0.279
26.1478,0.074,0.014,0.079
26.1479,0.074,0.014,0.079
26.1494,-0.382,0.081,-0.041
26.1515,-0.528,0.021,0.059
26.1535,-0.496,-0.18,-0.094
26.1554,-0.221,-0.221,0.085
26.1575,0.053,-0.32,0.019
26.1672,0.068,-0.133,0.033
26.1673,0.068,-0.133,0.033
26.1675,0.068,-0.133,0.033
26.1677,0.068,-0.133,0.033
26.1679,0.068,-0.133,0.033
26.1694,-0.009,-0.209,0.087
26.1715,0.064,-0.164,0.161
26.1735,-0.15,-0.16,0.243
26.1754,-0.304,-0.246,0.143
26.1775,-0.222,-0.353,0.099
26.1794,-0.182,-0.109,-0.003
26.1873,-0.269,-0.097,-0.116
26.1874,-0.269,-0.097,-0.116
26.1876,-0.269,-0.097,-0.116
26.1878,-0.269,-0.097,-0.116
26.1894,-0.131,-0.184,-0.155
26.1915,-0.265,-0.156,-0.101
26.1935,-0.166,-0.228,-0.039
26.1954,-0.312,-0.2,-0.07
26.1975,-0.149,-0.26,-0.049
26.1994,-0.104,-0.225,0.061
26.2081,0.026,-0.291,-0.066
26.2082,0.026,-0.291,-0.066
26.2084,0.026,-0.291,-0.066
26.2085,0.026,-0.291,-0.066
26.2094,-0.068,-0.325,-0.118
26.2114,-0.089,-0.368,-0.111
26.2134,-0.209,-0.266,0.12
26.2154,-0.27,-0.258,0.076
26.2174,-0.287,-0.309,0.043
26.2194,-0.242,-0.434,-0.02
26.2273,-0.158,-0.278,-0.143
26.2284,-0.099,-0.303,-0.099
26.2285,-0.099,-0.303,-0.099
26.2286,-0.099,-0.303,-0.099
26.2294,-0.047,-0.315,-0.107
26.2314,-0.069,-0.377,0.007
26.2334,-0.05,-0.409,-0.016
26.2354,-0.062,-0.445,0.037
26.2374,-0.007,-0.336,0.04
26.2472,-0.084,-0.395,-0.052
26.2474,-0.125,-0.337,-0.12
26.2475,-0.125,-0.337,-0.12
26.2476,-0.125,-0.337,-0.12
26.2477,-0.125,-0.337,-0.12
26.2494,-0.089,-0.333,-0.07
26.2514,-0.123,-0.359,-0.073
26.2534,-0.219,-0.284,-0.126
26.2554,-0.431,-0.227,-0.046
26.2574,-0.407,-0.379,0.024
26.2594,-0.466,-0.403,0.125
26.2674,-0.677,-0.116,-0.053
26.2675,-0.677,-0.116,-0.053
26.2676,-0.677,-0.116,-0.053
26.2677,-0.677,-0.116,-0.053
26.2694,-0.651,-0.182,0.175
26.2714,-0.577,-0.065,0.153
26.2734,-0.612,-0.205,0.021
26.2754,-0.532,-0.077,-0.03
26.2774,-0.498,-0.182,-0.233
26.2794,-0.562,-0.214,-0.162
26.2875,-0.7,-0.243,0.071
26.2876,-0.7,-0.243,0.071
26.2877,-0.7,-0.243,0.071
26.2878,-0.7,-0.243,0.071
26.2895,-0.718,-0.288,-0.015
26.2915,-0.705,-0.151,0.066
26.2935,-0.918,-0.345,0.159
26.2955,-0.864,-0.239,0.338
26.2975,-0.613,-0.172,0.002
26.3084,-0.642,-0.04,-0.269
26.3085,-0.642,-0.04,-0.269
26.3087,-0.575,0,-0.047
26.3088,-0.575,0,-0.047
26.3095,-0.575,0,-0.047
26.3114,-0.504,0.088,0.192
26.3135,-0.622,0.028,0.04
26.3154,-0.717,-0.126,0.032
26.3175,-0.591,-0.138,-0.065
26.3196,-0.519,-0.012,0.094
26.3277,-0.469,0.073,-0.036
26.3278,-0.469,0.073,-0.036
26.3279,-0.469,0.073,-0.036
26.328,-0.469,0.073,-0.036
26.3295,-0.249,0.011,-0.135
26.3314,-0.524,0.099,-0.053
26.3335,-0.391,-0.056,-0.268
26.3355,-0.672,0.167,0.19
26.3375,-0.534,0.137,0.064
26.3395,-0.633,0.271,0.302
26.3477,-0.452,0.138,-0.009
26.3478,-0.454,0.224,-0.162
26.3479,-0.454,0.224,-0.162
26.348,-0.454,0.224,-0.162
26.3495,-0.163,0.177,-0.023
26.3535,0.385,0.151,0.113
26.3554,0.042,0.201,-0.057
26.3576,0.07,0.112,0.01
26.3595,0.053,0.035,-0.175
26.3676,-0.789,0.221,0.232
26.3678,-0.789,0.221,0.232
26.3679,-0.764,0.228,0.161
26.368,-0.764,0.228,0.161
26.3695,-0.68,0.098,0.218
26.3714,-0.593,0.077,0.083
26.3735,-0.582,0.091,-0.141
26.3754,-0.524,0.319,-0.093
26.3774,-0.422,0.048,-0.203
26.3873,-0.886,0.423,0.238
26.3885,-0.803,0.205,0.318
26.3887,-0.803,0.205,0.318
26.3889,-0.803,0.205,0.318
26.389,-0.718,0.358,0.052
26.3895,-0.718,0.358,0.052
26.3914,-0.776,-0.015,0.372
26.3935,-0.605,0.277,-0.162
26.3954,-0.345,-0.091,-0.116
26.3974,-0.603,-0.053,-0.277
26.3995,-0.633,-0.047,0.14
26.4075,-0.745,-0.085,0.12
26.4085,-0.817,-0.027,0.138
26.4087,-0.817,-0.027,0.138
26.4089,-0.817,-0.027,0.138
26.4094,-0.668,-0.113,0.183
26.4114,-0.656,-0.213,0.008
26.4134,-0.593,-0.056,0.048
26.4155,-0.543,-0.202,-0.083
26.4175,-0.617,-0.085,-0.075
26.4194,-0.71,-0.111,-0.15
26.4275,-0.575,-0.382,0.094
26.4276,-0.575,-0.382,0.094
26.4277,-0.575,-0.382,0.094
26.4279,-0.575,-0.382,0.094
26.4294,-0.705,-0.285,0.095
26.4314,-0.725,-0.178,-0.184
26.4334,-0.563,-0.516,0.018
26.4354,-0.682,-0.34,0.136
26.4374,-0.353,-0.562,0.117
26.4394,-0.595,-0.438,-0.102
26.4475,-0.348,-0.24,0.051
26.4476,-0.348,-0.24,0.051
26.4477,-0.348,-0.24,0.051
26.4479,-0.348,-0.24,0.051
26.4494,-0.343,-0.295,-0.14
26.4514,-0.351,-0.391,0.043
26.4534,-0.399,-0.196,-0.219
26.4554,-0.423,-0.238,-0.082
26.4574,-0.31,-0.1,-0.174
26.4594,-0.245,-0.171,-0.344
26.4675,-0.312,0.132,0.056
26.4676,-0.312,0.132,0.056
26.4678,-0.312,0.132,0.056
26.4679,-0.312,0.132,0.056
26.4694,-0.42,-0.026,-0.206
26.4714,0.018,-0.192,0.013
26.4734,0.056,0.09,0.417
26.4754,0.213,0.143,0.13
26.4774,0.188,0.276,-0.075
26.4794,0.166,0.133,-0.01
26.4885,0.291,-0.611,0.464
26.4886,0.291,-0.611,0.464
26.4887,0.291,-0.611,0.464
26.4888,0.291,-0.611,0.464
26.4894,0.112,-0.066,0.224
26.4914,0.014,-0.112,-0.1
26.4934,0.084,-0.013,-0.226
26.4955,-0.033,-0.243,-0.519
26.4974,0.144,-0.167,-0.509
26.4995,-0.404,-0.465,0.531
26.5075,-0.536,-0.074,0.178
26.5085,-0.536,-0.074,0.178
26.5086,-0.532,-0.261,0.291
26.5087,-0.532,-0.261,0.291
26.5095,-0.634,-0.106,0.061
26.5115,-0.425,-0.051,-0.102
26.5135,-0.471,-0.064,0.157
26.5155,-0.537,-0.254,0.116
26.5175,-0.648,-0.11,-0.123
26.5195,-0.414,0.356,0.241
26.5276,-0.463,-0.083,0.009
26.5277,-0.653,0.028,-0.108
26.5278,-0.653,0.028,-0.108
26.5279,-0.653,0.028,-0.108
26.5295,-0.493,0.12,0.022
26.5314,-0.469,-0.551,0.213
26.5336,-0.571,-0.134,-0.003
26.5356,-0.472,0.079,-0.208
26.5374,-0.296,-0.04,0.276
26.5395,-0.373,-0.216,-0.116
26.5476,-0.377,-0.067,-0.027
26.5477,-0.639,-0.231,-0.022
26.5478,-0.639,-0.231,-0.022
26.548,-0.639,-0.231,-0.022
26.5495,-0.326,-0.271,-0.024
26.5514,-0.443,-0.27,-0.189
26.5535,-0.171,0.198,-0.191
26.5555,-0.357,0.346,0.683
26.5574,-0.608,-0.161,0.347
26.5595,-0.298,-0.217,-0.222
26.5676,-0.148,-0.058,-0.447
26.5677,-0.148,-0.058,-0.447
26.5678,-0.457,-0.072,-0.276
26.5679,-0.457,-0.072,-0.276
26.5695,-0.318,0.16,-0.437
26.5714,-0.302,0.167,0.539
26.5735,-0.201,0.413,-0.355
26.5755,-0.163,0.172,-0.219
26.5775,-0.068,0.24,0.191
26.5795,-0.451,0.185,0.317
26.5886,-0.327,-0.045,-0.238
26.5888,-0.327,-0.045,-0.238
26.5889,-0.108,0.139,-0.379
26.589,-0.108,0.139,-0.379
26.5895,-0.108,0.139,-0.379
26.5914,-0.206,-0.169,-0.586
26.5935,-0.691,0,0.235
26.5955,-0.367,0.05,-0.024
26.5974,-0.209,0.332,0.523
26.5995,-0.481,-0.064,0.191
26.6076,0.12,0.048,-0.057
26.6089,-0.193,0.133,-0.141
26.609,-0.325,0.26,-0.193
26.6091,-0.325,0.26,-0.193
26.6095,-0.325,0.26,-0.193
26.6114,0.11,0.241,-0.476
26.6134,0.031,0.332,0.059
26.6155,0.115,0.095,-0.061
26.6174,0.405,0.194,0.211
26.6194,-0.337,-0.146,0.522
26.6275,0.576,-0.257,0.004
26.6277,0.576,-0.257,0.004
26.6278,0.576,-0.257,0.004
26.6279,0.576,-0.257,0.004
26.6294,0.724,-0.368,0.155
26.6314,0.933,0.013,0.192
26.6334,0.585,0.065,-0.044
26.6354,0.599,-0.175,-0.522
26.6374,0.98,-0.198,-0.444
26.6394,0.811,-0.148,-0.031
26.6475,1.296,-0.302,0.264
26.6476,1.296,-0.302,0.264
26.6477,1.296,-0.302,0.264
26.6478,1.296,-0.302,0.264
26.6494,1.014,-0.181,0.15
26.6514,0.836,-0.527,-0.2
26.6534,1.407,-0.173,-0.493
26.6554,1.659,-0.16,0.3
26.6574,1.185,0.056,0.076
26.6594,0.921,0.083,-0.049
26.6675,1.608,-0.221,-0.111
26.6676,1.608,-0.221,-0.111
26.6677,1.608,-0.221,-0.111
26.6678,1.608,-0.221,-0.111
26.6695,1.514,-0.248,0.131
26.6714,1.01,-0.398,0.017
26.6734,0.992,-0.296,-0.22
26.6754,0.664,-0.069,-0.363
26.6774,0.877,-0.51,-0.083
26.6794,1.302,0.066,-0.448
26.6884,0.532,0.071,-0.103
26.6886,0.532,0.071,-0.103
26.6887,0.532,0.071,-0.103
26.6888,0.532,0.071,-0.103
26.6894,1.188,-0.225,0.349
26.6914,1.107,-0.414,0.129
26.6934,1.011,-0.749,-0.042
26.6954,1.373,-0.392,-0.12
26.6974,1.561,-0.458,0.166
26.7074,0.818,-0.612,-0.41
26.7075,1.319,-0.562,-0.154
26.7084,1.377,-0.92,0.237
26.7085,1.377,-0.92,0.237
26.7087,1.377,-0.92,0.237
26.7094,1.286,-0.597,-0.121
26.7115,0.849,-0.383,-0.04
26.7134,0.821,-0.257,0.029
26.7155,0.659,-0.391,-0.395
26.7175,0.491,-0.527,-0.279
26.7273,0.075,-0.632,-0.161
26.7274,0.075,-0.632,-0.161
26.7275,-0.177,-0.672,-0.157
26.7276,-0.177,-0.672,-0.157
26.7277,-0.177,-0.672,-0.157
26.7295,0.146,-0.895,0.336
26.7315,0.266,-0.366,-0.027
26.7335,0.769,-0.792,-0.16
26.7355,0.946,-0.778,0.437
26.7374,1.056,-0.702,0.236
26.7395,0.648,-0.766,-0.013
26.7474,0.601,-0.689,-0.178
26.7475,0.601,-0.689,-0.178
26.7476,0.601,-0.689,-0.178
26.7477,0.748,-0.727,-0.066
26.7495,0.807,-0.68,-0.234
26.7515,0.723,-1.021,0.112
26.7534,0.652,-0.707,0.343
26.7555,0.311,-0.371,0.072
26.7574,0.158,-0.603,-0.021
26.7595,0.083,-0.658,-0.112
26.7675,0.087,-0.838,0.024
26.7676,0.087,-0.838,0.024
26.7677,0.039,-0.919,-0.097
26.7678,0.039,-0.919,-0.097
26.7695,-0.081,-0.691,-0.198
26.7715,-0.004,-0.516,-0.183
26.7734,0.028,-0.401,-0.145
26.7755,0.025,-0.475,-0.095
26.7774,0.077,-0.45,-0.133
26.7795,0.244,-0.356,0.016
26.7883,0.517,0.351,-0.062
26.7884,0.517,0.351,-0.062
26.7885,0.517,0.351,-0.062
26.7886,0.517,0.351,-0.062
26.7895,0.358,0.43,-0.031
26.7915,0.404,0.594,-0.146
26.7935,0.409,0.425,0.185
26.7955,0.335,0.659,0.007
26.7974,0.206,0.298,0.127
26.7995,0.418,0.508,-0.016
26.8073,-0.097,-0.051,-0.169
26.8084,-0.038,-0.012,-0.075
26.8085,-0.038,-0.012,-0.075
26.8086,-0.038,-0.012,-0.075
26.8094,-0.093,-0.189,-0.13
26.8115,0.077,-0.286,-0.034
26.8134,0.1,-0.448,0.109
26.8155,0.056,-0.448,0.036
26.8174,0.212,-0.33,0.133
26.8194,0.144,0.002,-0.087
26.8274,0.521,-0.013,-0.075
26.8275,0.521,-0.013,-0.075
26.8276,0.521,-0.013,-0.075
26.8277,0.521,-0.013,-0.075
26.8294,0.624,-0.021,0.047
26.8315,0.667,0.064,0.05
26.8334,0.702,-0.056,0.035
26.8354,0.623,0.128,-0.063
26.8374,0.487,-0.016,-0.095
26.8394,0.63,0.071,-0.236
26.8475,0.397,-0.079,-0.036
26.8476,0.397,-0.079,-0.036
26.8477,0.397,-0.079,-0.036
26.8478,0.397,-0.079,-0.036
26.8494,0.384,0.027,-0.068
26.8514,0.308,0.052,-0.228
26.8534,0.427,0.005,-0.084
26.8554,0.346,0.056,-0.024
26.8574,0.409,0.053,0.025
26.8594,0.466,-0.062,-0.118
26.8675,0.407,0.057,-0.05
26.8676,0.407,0.057,-0.05
26.8677,0.407,0.057,-0.05
26.8678,0.407,0.057,-0.05
26.8695,0.811,-0.121,-0.146
26.8714,0.195,-0.032,-0.154
26.8734,0.06,0.055,-0.148
26.8754,0.294,-0.02,0.034
26.8775,0.251,0.158,-0.044
26.8873,0.359,-0.107,-0.154
26.8883,0.219,-0.116,-0.089
26.8884,0.219,-0.116,-0.089
26.8885,0.219,-0.116,-0.089
26.8887,0.219,-0.116,-0.089
26.8894,0.246,-0.138,-0.018
26.8914,0.278,-0.005,-0.033
26.8935,0.214,0.03,-0.118
26.8955,0.164,0.016,-0.143
26.8974,0.415,-0.103,-0.062
26.9074,0.305,0.114,-0.099
26.9075,0.305,0.114,-0.099
26.9086,0.24,0.162,-0.106
26.9087,0.24,0.162,-0.106
26.9088,0.24,0.162,-0.106
26.9094,0.278,0.14,-0.05
26.9114,0.34,0.023,-0.013
26.9134,0.323,0.062,0.052
26.9154,0.304,0.034,0.089
26.9174,0.258,0.151,-0.006
26.9194,0.241,0.227,-0.061
26.9275,0.239,0.311,-0.13
26.9276,0.239,0.311,-0.13
26.9277,0.239,0.311,-0.13
26.9278,0.239,0.311,-0.13
26.9315,0.317,0.21,-0.091
26.9335,0.445,0.319,-0.027
26.9355,0.548,0.287,-0.105
26.9375,0.444,0.237,-0.097
26.9474,0.302,0.274,-0.022
26.9476,0.277,0.224,-0.012
26.9477,0.277,0.224,-0.012
26.9478,0.277,0.224,-0.012
26.9479,0.277,0.224,-0.012
26.9495,0.35,0.274,-0.03
26.9515,0.349,0.41,0.003
26.9534,0.36,0.486,0.028
26.9555,0.34,0.328,-0.158
26.9576,0.392,0.406,-0.166
26.9594,0.355,0.448,-0.182
26.9676,0.264,0.55,0.013
26.9677,0.294,0.469,0.043
26.9678,0.294,0.469,0.043
26.9679,0.294,0.469,0.043
26.9694,0.19,0.6,-0.004
26.9715,0.227,0.542,-0.13
26.9734,0.147,0.445,-0.098
26.9755,0.251,0.731,-0.163
26.9775,0.302,0.676,-0.121
26.9794,0.216,0.614,-0.013
26.9885,0.314,0.682,0.042
26.9886,0.314,0.682,0.042
26.9887,0.314,0.682,0.042
26.9895,0.367,0.665,0.04
26.9915,0.298,0.553,-0.128
26.9934,0.247,0.606,-0.143
26.9955,0.253,0.533,-0.134
26.9975,0.427,0.494,-0.031
26.9994,0.467,0.643,-0.037
27.0076,0.438,0.571,-0.007
27.0078,0.438,0.571,-0.007
27.0079,0.381,0.53,-0.115
27.008,0.381,0.53,-0.115
27.0094,0.409,0.461,0.014
27.0115,0.355,0.485,0.036
27.0134,0.376,0.64,-0.089
27.0155,0.287,0.617,0
27.0175,0.263,0.509,-0.118
27.0194,0.257,0.436,-0.095
27.0276,0.298,0.473,0.181
27.0278,0.298,0.473,0.181
27.0279,0.315,0.475,0.167
27.0281,0.315,0.475,0.167
27.0294,0.309,0.509,0.159
27.0315,0.222,0.57,0.074
27.0334,0.129,0.606,-0.179
27.0354,0.012,0.446,-0.085
27.0375,0.101,0.604,-0.075
27.0394,0.078,0.656,-0.113
27.0476,0.241,0.763,-0.096
27.0478,0.241,0.763,-0.096
27.048,0.241,0.763,-0.096
27.0481,0.269,0.613,-0.134
27.0494,0.225,0.621,-0.097
27.0514,0.313,0.579,0.06
27.0534,0.354,0.631,0.077
27.0554,0.35,0.616,0.162
27.0574,0.274,0.542,0.126
27.0682,0.113,0.584,-0.193
27.0683,0.113,0.584,-0.193
27.0684,0.113,0.584,-0.193
27.0685,0.113,0.584,-0.193
27.0694,0.115,0.513,-0.184
27.0714,-0.057,0.483,-0.044
27.0734,-0.041,0.573,-0.089
27.0754,-0.13,0.536,0.029
27.0774,-0.025,0.486,0.019
27.0873,-0.082,0.346,-0.015
27.0874,-0.082,0.346,-0.015
27.0875,-0.082,0.346,-0.015
27.0876,-0.082,0.346,-0.015
27.0879,-0.082,0.346,-0.015
27.0894,-0.081,0.31,-0.08
27.0914,-0.123,0.365,-0.135
27.0934,-0.102,0.358,-0.037
27.0954,-0.201,0.397,0.01
27.0974,-0.267,0.427,0.047
27.0994,-0.255,0.386,0.057
27.1075,-0.098,0.386,0.027
27.1076,-0.098,0.386,0.027
27.1077,-0.098,0.386,0.027
27.1079,-0.098,0.386,0.027
27.1094,-0.139,0.454,-0.112
27.1134,-0.2,0.44,-0.121
27.1154,-0.218,0.506,-0.062
27.1174,-0.153,0.571,0.02
27.1194,-0.008,0.369,0.046
27.1275,0.183,0.449,-0.004
27.1276,0.183,0.449,-0.004
27.1277,0.183,0.449,-0.004
27.1279,0.183,0.449,-0.004
27.1294,0.105,0.334,-0.027
27.1314,0.184,0.408,0.021
27.1334,0.178,0.611,-0.003
27.1355,0.174,0.629,-0.105
27.1374,0.095,0.588,-0.102
27.1394,0.082,0.541,-0.088
27.1485,0.274,0.468,0.011
27.1486,0.258,0.577,-0.064
27.1487,0.258,0.577,-0.064
27.1488,0.258,0.577,-0.064
27.1495,0.223,0.649,0.013
27.1515,0.229,0.692,-0.056
27.1535,0.141,0.681,-0.071
27.1555,0.191,0.653,-0.009
27.1575,0.27,0.563,-0.072
27.1595,0.647,0.642,0.016
27.1676,0.183,0.683,-0.109
27.1686,0.274,0.535,0.01
27.1687,0.29,0.518,-0.125
27.1688,0.29,0.518,-0.125
27.1694,0.29,0.518,-0.125
27.1715,0.173,0.508,-0.026
27.1736,0.203,0.542,0.08
27.1754,0.27,0.598,0.085
27.1775,0.189,0.417,0.053
27.1794,-0.017,0.514,-0.038
27.1876,0.093,0.598,-0.051
27.1877,0.08,0.554,-0.097
27.1878,0.08,0.554,-0.097
27.1879,0.08,0.554,-0.097
27.1894,0.166,0.557,-0.013
27.1915,0.138,0.715,-0.041
27.1935,0.038,0.604,-0.06
27.1954,0.061,0.56,0.001
27.1975,-0.056,0.642,0.042
27.2075,-0.081,0.63,-0.075
27.2077,-0.081,0.63,-0.075
27.2078,-0.012,0.652,-0.261
27.2079,-0.012,0.652,-0.261
27.208,-0.012,0.652,-0.261
27.2094,-0.058,0.576,-0.153
27.2115,-0.04,0.636,-0.139
27.2135,-0.045,0.683,-0.111
27.2155,-0.084,0.587,0.054
27.2175,0.011,0.726,0.003
27.2194,0.029,0.707,0.119
27.2276,-0.086,0.654,-0.117
27.2278,-0.086,0.654,-0.117
27.2279,-0.224,0.643,-0.1
27.228,-0.224,0.643,-0.1
27.2294,-0.093,0.71,-0.106
27.2314,-0.128,0.588,-0.039
27.2335,-0.144,0.713,-0.117
27.2354,-0.079,0.742,0.047
27.2375,0.024,0.653,-0.061
27.2394,-0.128,0.669,-0.039
27.2483,-0.138,0.804,-0.043
27.2485,-0.138,0.804,-0.043
27.2487,-0.138,0.804,-0.043
27.2489,-0.138,0.804,-0.043
27.2494,-0.152,0.747,0.062
27.2514,-0.122,0.746,-0.008
27.2535,0.002,0.689,0.024
27.2554,0.003,0.584,0.003
27.2575,-0.11,0.678,-0.272
27.2594,-0.092,0.505,-0.051
27.2676,-0.006,0.771,-0.035
27.2687,0.017,0.757,0.005
27.2689,0.017,0.757,0.005
27.2691,-0.03,0.71,-0.062
27.2694,-0.03,0.71,-0.062
27.2714,0,0.721,-0.191
27.2734,-0.112,0.686,-0.083
27.2754,-0.068,0.688,0.024
27.2774,-0.095,0.671,0.112
27.2794,-0.109,0.701,0.029
27.2875,-0.038,0.488,-0.22
27.2877,-0.038,0.488,-0.22
27.2879,-0.038,0.488,-0.22
27.2881,-0.038,0.488,-0.22
27.2894,-0.017,0.551,-0.09
27.2914,-0.082,0.542,-0.066
27.2934,-0.219,0.566,0.208
27.2954,-0.183,0.332,0.001
27.2974,-0.149,0.381,0.091
27.2994,-0.156,0.305,-0.05
27.3075,-0.032,0.333,-0.091
27.3076,-0.032,0.333,-0.091
27.3078,-0.032,0.333,-0.091
27.308,-0.032,0.333,-0.091
27.3095,-0.026,0.426,-0.099
27.3114,-0.11,0.335,0.038
27.3134,-0.193,0.245,0.104
27.3154,-0.221,0.333,-0.009
27.3174,-0.029,0.378,0.103
27.3194,-0.032,0.414,-0.065
27.3275,-0.225,0.252,-0.03
27.3276,-0.225,0.252,-0.03
27.3277,-0.225,0.252,-0.03
27.328,-0.225,0.252,-0.03
27.3294,-0.04,0.214,-0.053
27.3314,-0.096,0.104,-0.12
27.3334,-0.118,0.255,-0.01
27.3354,-0.224,0.481,-0.107
27.3374,-0.119,0.349,0.163
27.3394,-0.069,0.324,-0.003
27.3484,-0.02,0.25,-0.159
27.3485,-0.053,0.248,-0.113
27.3486,-0.053,0.248,-0.113
27.3487,-0.053,0.248,-0.113
27.3495,-0.048,0.136,-0.16
27.3514,-0.011,0.222,-0.162
27.3535,-0.215,0.219,-0.167
27.3554,-0.309,0.379,0.042
27.3575,-0.367,0.155,0.033
