---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE01

Time Stamp (Second(s)), Engine Speed (RPM), Throttle (%), Intake Temp (C), Coolant Temp (C), Vehicle Speed (KPH), Lambda #2, Battery Voltage (V)
4.8073,4834.36,27.734,8,32,0,0,13.8265
4.8096,4799.21,28.1246,8,32,0,0,13.8265
4.8196,4802.33,27.734,8,32,0,0,13.5751
4.8296,4769.52,27.734,8,33,0,0,13.8893
4.8403,4816,28.1246,8,32,0,0,13.8265
4.8495,4816,27.734,8,33,0,0,13.7008
4.8595,4786.71,28.1246,8,33,0,0,13.7636
4.8695,4844.91,28.5153,7,33,0,0,13.5751
4.8873,4856.24,28.1246,7,33,0,0,13.7636
4.8905,4839.44,28.1246,8,33,0,0,13.7636
4.8995,4822.65,28.1246,8,32,0,0,13.7636
4.9095,4882.41,31.6402,8,33,0,0,14.015
4.9195,5005.85,32.0308,7,33,0,0,13.8265
4.9295,5076.94,32.8121,8,33,0,0,13.8265
4.9403,5166,34.3746,7,33,0,0,13.7008
4.9495,5362.1,37.1089,8,33,0,0,13.5751
4.9596,5349.21,38.6714,8,34,0,0,13.7008
4.9696,5785.14,39.8432,7,34,0,0,13.8893
4.9873,6071.86,40.2339,8,33,0,0,13.7008
4.9903,6042.56,39.8432,8,33,0,0,13.5123
4.9996,6323.42,39.4526,8,34,0,0,13.8893
5.0096,6485.53,39.062,9,34,0,0,13.5751
5.0195,6725.77,39.062,8,34,0,0,13.8265
5.0295,6837.87,38.2808,8,34,0,0,13.8265
5.0403,6921.08,38.2808,8,34,0,0,13.8893
5.0495,7228.11,38.2808,8,34,0,0,13.7008
5.0595,7181.23,37.8901,8,33,0,0,13.8893
5.0695,7711.7,38.2808,7,33,0,0,13.638
5.0795,8337.48,38.6714,8,33,0,0,13.8265
5.0903,8623.03,33.9839,8,33,0,0,14.0779
5.0995,8580.84,32.8121,8,34,0,0,13.7636
5.1095,8409.75,29.2965,8,33,0,0,13.8265
5.1273,8085.92,28.5153,8,34,0,0,13.7636
5.1295,8108.18,28.9059,8,34,0,0,13.7636
5.1403,8223.42,28.5153,8,33,0,0,13.7636
5.1495,7809.75,28.1246,7,34,0,0,13.5751
5.1595,7178.11,28.1246,8,34,0,0,13.7008
5.1695,7288.26,27.734,8,33,0,0,13.7008
5.1795,7306.62,27.734,7,34,0,0,13.7008
5.1904,7155.84,27.3434,8,34,0,0,13.7636
5.1995,7089.05,26.5622,7,34,0,0,13.8893
5.2095,6919.91,26.5622,9,34,0,0,13.7636
5.2195,6889.44,25.7809,9,34,0,0,13.5751
5.2295,6927.72,25.7809,8,34,0,0,13.7008
5.2403,6868.73,25.3903,9,34,0,0,13.7008
5.2495,6784.75,25.7809,9,34,0,0,14.2036
5.2595,6612.09,24.9997,9,34,0,0,13.8893
5.2695,6467.56,24.6091,8,34,0,0,13.8893
5.2795,6640.22,24.2184,9,34,0,0,13.9522
5.2902,6639.83,24.2184,8,34,0,0,13.7008
5.2995,6636.7,24.6091,9,34,0,0,13.8893
5.3095,6540.61,24.2184,8,34,0,0,13.8265
5.3195,6424.59,24.2184,8,34,0,0,13.7008
5.3295,6247.25,24.2184,8,34,0,0,13.638
5.3403,6178.11,23.8278,8,35,0,0,13.638
5.3495,6283.19,24.2184,9,34,0,0,14.015
5.3595,6343.34,23.8278,8,35,0,0,13.5751
5.3695,6315.22,24.2184,9,35,0,0,13.7008
5.3795,6342.95,23.8278,8,34,0,0,14.0779
5.3904,6451.94,23.4372,7,34,0,0,14.2036
5.3995,6231.24,21.0935,8,35,0,0,14.0779
5.4094,6157.41,20.7029,9,34,0,0,13.8893
5.4195,6067.56,20.7029,8,34,0,0,13.7636
5.4295,6062.49,21.4841,7,35,0,0,13.8265
5.4404,6143.74,22.2653,7,34,0,0,14.1407
5.4495,6024.99,22.2653,9,34,0,0,13.7008
5.4595,6036.31,22.2653,9,35,0,0,13.8893
5.4695,6019.13,22.656,9,34,0,0,13.7636
5.4795,6070.69,23.8278,9,35,0,0,14.0779
5.4903,6158.19,23.8278,8,35,0,0,13.8265
5.4995,5867.56,23.8278,9,35,0,0,13.8893
5.5095,5887.1,24.2184,9,35,0,0,14.015
5.5195,6006.24,23.8278,8,34,0,0,13.8265
5.5295,5975.38,24.2184,9,35,0,0,14.0779
5.5403,6026.55,24.2184,8,35,0,0,13.9522
5.5496,5933.58,24.2184,9,35,0,0,14.015
5.5596,5998.81,23.8278,9,35,0,0,13.9522
5.5696,6082.02,24.2184,8,35,0,0,13.9522
5.5796,5993.35,23.8278,8,35,0,0,13.7008
5.5904,5989.83,24.2184,9,35,0,0,14.015
5.5996,6013.66,23.8278,8,35,0,0,13.8265
5.6096,5966,23.8278,9,35,0,0,13.7008
5.6194,5918.74,23.8278,9,35,0,0,13.7008
5.6294,5995.3,23.8278,9,35,0,0,13.8893
5.6405,5923.03,23.4372,9,35,0,0,13.638
5.6495,5846.08,23.8278,9,35,0,0,13.8265
5.6595,5950.38,23.4372,8,35,0,0,13.7636
5.6694,5938.27,23.4372,8,36,0,0,14.0779
5.6795,5825.38,23.8278,9,35,0,0,13.7636
5.6904,5917.17,23.4372,9,36,0,0,13.8893
5.6994,5959.36,23.8278,8,36,0,0,13.8265
5.7095,5844.91,27.734,8,36,0,0,14.015
5.7272,6255.45,39.4526,8,36,0,0,13.5751
5.7295,6292.95,39.4526,9,36,0,0,13.5751
5.7482,6774.59,39.4526,7,36,0,0,13.638
5.7495,6774.59,39.4526,7,36,0,0,13.638
5.7673,7332.01,42.187,8,35,0,0,13.7008
5.7696,7645.69,42.9682,8,35,0,0,13.5751
5.7796,8302.72,44.1401,8,36,0,0,13.7008
5.7905,8850.76,34.3746,9,35,0,0,13.638
5.7996,8335.14,29.2965,8,35,0,0,13.8893
5.8096,7583.58,26.9528,9,36,0,0,13.7008
5.8273,7467.95,26.1715,8,35,0,0,13.9522
5.8296,7510.14,26.1715,8,35,0,0,13.9522
5.8483,7092.56,26.1715,8,35,0,0,13.7636
5.8495,7055.06,26.1715,8,35,0,0,13.9522
5.8673,7189.05,26.9528,8,35,0,0,13.9522
5.8695,7193.73,26.5622,7,35,0,0,13.9522
5.8795,6969.12,26.5622,9,35,0,0,13.9522
5.8903,6764.83,26.5622,8,36,0,0,13.8265
5.8995,6840.22,26.5622,9,36,0,0,13.8265
5.9095,6907.02,27.3434,8,36,0,0,13.7008
5.9195,6869.91,26.9528,8,36,0,0,14.0779
5.9295,6895.69,27.3434,8,35,0,0,13.5751
5.9403,7012.09,26.9528,8,36,0,0,13.8893
5.9495,6978.89,27.3434,9,36,0,0,13.8893
5.9596,7155.06,26.5622,8,36,0,0,13.8265
5.9696,6942.17,24.2184,9,36,0,0,14.015
5.9796,6921.47,23.8278,9,36,0,0,13.7636
5.9904,6789.05,23.8278,8,36,0,0,13.5751
6.0073,6808.97,23.8278,9,36,0,0,13.9522
6.0095,6831.23,24.2184,9,36,0,0,13.9522
6.0195,6792.95,23.8278,9,36,0,0,13.7636
6.0295,6759.75,23.8278,8,36,0,0,13.7636
6.0495,6771.86,23.4372,8,36,0,0,14.3293
6.0595,6629.67,23.8278,8,36,0,0,13.8893
6.0694,6520.69,24.2184,8,35,0,0,14.015
6.0795,6556.23,23.8278,8,36,0,0,14.3293
6.0895,6559.75,23.8278,8,36,0,0,13.9522
6.0995,6604.28,23.4372,8,37,0,0,13.8265
6.1095,6541.78,23.4372,8,37,0,0,14.1407
6.1202,6481.63,24.2184,9,36,0,0,13.8893
6.1295,6528.11,23.8278,8,36,0,0,14.015
6.1395,6546.08,24.2184,8,36,0,0,13.638
6.1495,6471.86,23.8278,8,37,0,0,13.7636
6.1595,6472.64,23.4372,9,36,0,0,13.9522
6.1703,6489.83,23.8278,9,36,0,0,13.7636
6.1795,6434.75,23.8278,8,37,0,0,13.7008
6.1895,6389.44,23.8278,8,36,0,0,13.9522
6.1995,6372.64,23.8278,8,37,0,0,13.7636
6.2095,6337.88,23.4372,8,37,0,0,13.8265
6.2203,6272.64,23.8278,8,37,0,0,13.9522
6.2294,6216,23.0466,8,37,0,0,13.638
6.2395,6193.74,21.4841,8,36,0,0,13.638
6.2495,5971.86,21.0935,7,37,0,0,14.015
6.2594,5760.92,20.7029,8,36,0,0,13.7636
6.2795,5359.36,21.0935,9,36,0,0,14.0779
6.2895,5037.88,20.7029,9,36,0,0,13.8265
6.2995,4954.68,20.7029,7,37,0,0,13.7636
6.3095,5098.43,20.7029,8,36,0,0,13.8265
6.3195,4966,20.7029,8,37,0,0,13.5123
6.3295,4877.72,20.3122,8,36,0,0,13.7636
6.3395,4800.38,20.7029,9,37,0,0,13.8893
6.3504,4645.69,20.3122,8,37,0,0,13.8893
6.3595,4728.11,20.7029,9,36,0,0,13.5751
6.3695,4686.32,21.0935,8,37,0,0,13.638
6.3795,4706.24,20.3122,8,37,0,0,13.7008
6.3895,4683.97,20.3122,9,37,0,0,13.7636
6.4094,4574.99,20.3122,8,37,0,0,13.7636
6.4195,4687.1,20.3122,8,37,0,0,13.8265
6.4295,4532.41,20.7029,8,37,0,0,13.7636
6.4395,4600.38,20.7029,7,37,0,0,13.5751
6.4495,4494.91,20.3122,8,36,0,0,13.5751
6.4595,4554.29,21.0935,8,37,0,0,13.638
6.4695,4446.08,20.3122,8,37,0,0,13.638
6.4803,4485.54,20.3122,8,37,0,0,13.8893
6.4895,4453.51,20.7029,7,37,0,0,13.8893
6.4995,4326.16,20.7029,8,37,0,0,13.8893
6.5095,4431.24,20.3122,7,37,0,0,13.9522
6.5195,4373.04,20.7029,7,37,0,0,13.7636
6.5304,4246.47,20.3122,8,37,0,0,14.0779
6.5472,4286.71,20.3122,8,38,0,0,14.1407
6.5495,4296.47,20.7029,7,38,0,0,14.1407
6.5594,4262.49,20.7029,8,37,0,0,13.8265
6.5696,4095.3,20.3122,8,37,0,0,13.8265
6.5896,4212.88,20.7029,8,37,0,0,14.3293
6.5994,3960.54,20.7029,8,37,0,0,13.638
6.6096,3747.26,21.0935,8,38,0,0,14.015
6.6196,3692.57,22.656,8,37,0,0,13.9522
6.6296,4003.9,23.8278,7,37,0,0,13.4494
6.6396,4540.61,25.7809,8,38,0,0,13.5751
6.6496,3814.83,25.7809,8,38,0,0,13.9522
6.6603,4231.63,26.1715,7,38,0,0,13.9522
6.6695,4485.93,26.5622,7,38,0,0,13.7008
6.6795,4409.36,26.9528,8,38,0,0,13.9522
6.6895,4616,26.9528,8,38,0,0,13.7636
6.7073,4712.49,23.0466,8,38,0,0,13.8265
6.7102,4650.38,22.656,8,38,0,0,13.7636
6.7194,4660.93,21.8747,8,38,0,0,13.8265
6.7295,4524.6,21.8747,7,38,0,0,13.7636
6.7395,4401.16,21.4841,7,38,0,0,14.3293
6.7495,4525.38,21.0935,7,38,0,0,13.8265
6.7603,4388.27,21.0935,7,38,0,0,13.8265
6.7694,4217.18,21.0935,7,38,0,0,13.638
6.7795,4210.15,21.0935,8,38,0,0,13.8893
6.7896,4145.69,21.4841,7,38,0,0,14.2036
6.7996,4106.24,21.8747,7,38,0,0,14.015
6.8106,4258.97,22.2653,7,38,0,0,13.7636
6.8196,4326.55,22.2653,8,38,0,0,13.7636
6.8294,3895.69,22.656,7,38,0,0,14.1407
6.8396,3795.3,23.0466,7,38,0,0,13.638
6.8496,3880.07,23.0466,8,38,0,0,13.7636
6.8682,4369.13,22.656,8,38,0,0,14.015
6.8695,4250.77,22.656,8,38,0,0,14.015
6.8871,3647.26,23.4372,8,38,0,0,13.9522
6.8895,3762.88,24.2184,8,38,0,0,13.9522
6.9072,4343.74,24.6091,8,38,0,0,13.5123
6.9103,4000.38,24.2184,7,39,0,0,13.5123
6.9195,3842.96,24.6091,8,38,0,0,13.8265
6.9295,4360.54,24.6091,8,38,0,0,13.7636
6.9395,4184.76,24.2184,8,39,0,0,13.5751
6.9495,3967.96,23.8278,7,38,0,0,13.7008
6.9695,4258.58,23.8278,7,39,0,0,14.015
6.9795,4450.77,24.2184,8,39,0,0,13.8265
6.9896,4362.1,24.2184,8,38,0,0,13.7636
7.0073,4466.79,22.2653,8,39,0,0,13.7008
7.0096,4460.93,22.2653,8,38,0,0,14.0779
7.0196,4336.32,22.2653,8,39,0,0,13.8893
7.0296,4275.38,21.8747,8,38,0,0,13.8893
7.048,4257.41,21.8747,7,38,0,0,13.8893
7.0495,4237.1,21.4841,8,38,0,0,13.638
7.0596,4072.26,21.4841,7,38,0,0,13.638
7.0695,4057.41,21.4841,8,39,0,0,13.5123
7.0795,4014.05,21.8747,7,38,0,0,13.638
7.0995,3747.26,21.4841,7,39,0,0,14.015
7.1094,3654.68,21.0935,8,38,0,0,14.1407
7.1195,3571.09,21.4841,8,39,0,0,13.638
7.1295,3406.24,21.4841,8,39,0,0,13.5751
7.1395,3233.59,21.0935,8,39,0,0,13.8265
7.1495,3444.91,21.4841,8,39,0,0,13.5751
7.1595,3609.76,21.4841,8,39,0,0,13.7636
7.1703,2988.66,21.4841,8,39,0,0,13.5123
7.1872,3139.45,21.0935,8,39,0,0,13.638
7.1895,3275.38,21.4841,8,39,0,0,13.638
7.2072,2982.02,21.0935,8,39,0,0,13.638
7.2095,2905.07,21.4841,9,39,0,0,13.638
7.2203,2764.84,21.8747,8,39,0,0,13.8265
7.2295,3323.82,22.656,8,39,0,0,14.0779
7.2395,3563.27,23.0466,8,39,0,0,13.638
7.2495,2885.93,23.4372,8,39,0,0,13.7636
7.2595,3061.71,24.2184,8,39,0,0,13.4494
7.2704,3657.8,24.2184,9,39,0,0,13.638
7.2795,3281.63,24.6091,9,39,0,0,13.8265
7.2895,3101.95,24.2184,8,39,0,0,14.3921
7.2995,3656.24,24.9997,8,39,0,0,13.8893
7.3095,3630.46,24.6091,8,39,0,0,13.7636
7.3204,3594.13,24.6091,8,39,0,0,14.0779
7.3295,3618.35,24.6091,8,39,0,0,13.8265
7.3395,3730.07,24.9997,9,39,0,0,13.9522
7.3495,3779.29,24.6091,8,39,0,0,13.7008
7.3595,3770.3,24.2184,8,39,0,0,13.638
7.3704,3828.51,23.0466,8,39,0,0,13.638
7.3795,3763.27,22.656,9,40,0,0,13.8893
7.3895,3688.27,21.8747,9,39,0,0,13.5123
7.3995,3453.12,21.8747,9,40,0,0,13.5751
7.4094,3098.82,21.8747,8,39,0,0,13.8893
7.4204,3028.12,22.2653,9,39,0,0,13.638
7.4295,3176.16,21.8747,8,39,0,0,13.7008
7.4395,2987.1,21.8747,8,39,0,0,13.638
7.4495,2749.21,21.8747,8,39,0,0,14.1407
7.4595,2860.54,22.2653,8,40,0,0,14.2036
7.4704,2933.98,21.8747,8,39,0,0,13.5751
7.4871,2805.85,22.2653,8,39,0,0,14.015
7.4895,2841.79,22.2653,9,40,0,0,14.015
7.4995,2900.77,22.2653,9,39,0,0,14.2036
7.5095,2711.71,21.8747,8,40,0,0,14.015
7.5203,2838.27,21.8747,8,40,0,0,13.8893
7.5295,2551.56,21.8747,9,39,0,0,13.8265
7.5395,2635.93,22.2653,9,40,0,0,13.7008
7.5495,3205.46,21.8747,9,40,0,0,13.4494
7.5672,3922.26,21.8747,8,39,0,0,13.7008
7.5702,3937.1,21.4841,8,39,0,0,13.8893
7.5795,3971.08,21.4841,7,39,0,0,13.8893
7.5895,4103.12,21.4841,8,39,0,0,13.7636
7.6073,4303.51,22.656,7,40,0,0,13.7636
7.6096,4321.87,22.2653,9,39,0,0,13.8893
7.6204,4351.16,22.2653,8,40,0,0,13.8265
7.6296,4454.68,22.2653,8,40,0,0,13.7636
7.6396,4348.04,22.2653,8,39,0,0,14.1407
7.6494,4409.76,23.0466,7,40,0,0,13.8265
7.6672,4481.24,22.656,8,39,0,0,13.7636
7.6704,4480.46,22.656,8,40,0,0,13.7636
7.6794,4446.47,22.656,7,39,0,0,13.5751
7.6896,4474.99,22.656,7,39,0,0,13.8893
7.7072,4526.94,23.4372,9,40,0,0,14.015
7.7095,4555.46,23.4372,8,40,0,0,14.015
7.7203,4579.29,23.4372,8,40,0,0,14.0779
7.7295,4648.04,23.4372,8,40,0,0,13.638
7.7394,4692.57,23.8278,8,40,0,0,13.8265
7.7495,4644.13,23.4372,7,40,0,0,14.0779
7.7672,4686.71,23.4372,8,40,0,0,13.9522
7.7703,4710.15,23.4372,7,40,0,0,13.4494
7.7795,4758.97,23.8278,7,40,0,0,13.5123
7.7895,4795.3,23.8278,7,40,0,0,13.5123
7.7995,4724.6,23.4372,8,40,0,0,13.7008
7.8095,4721.47,23.4372,7,40,0,0,13.5751
7.8203,4694.13,23.4372,8,40,0,0,13.638
7.8296,4784.75,23.4372,7,40,0,0,13.7008
7.8471,4764.05,23.4372,8,40,0,0,14.0779
7.8496,4740.61,23.8278,7,40,0,0,14.0779
7.8596,4722.65,28.5153,8,40,0,0,13.8893
7.8704,5362.1,36.3277,8,40,0,0,13.8265
7.8796,5748.81,36.3277,8,40,0,0,14.015
7.8896,6512.88,36.3277,7,40,0,0,13.7008
7.8996,6861.7,36.7183,7,40,0,0,13.8265
7.9096,6972.64,37.1089,8,41,0,0,13.7636
7.9205,7117.56,37.1089,7,40,0,0,13.7008
7.9295,7159.36,37.1089,8,41,0,0,13.8265
7.9473,8364.82,39.062,7,41,0,0,13.5751
7.9495,8627.71,40.6245,7,41,0,0,13.638
7.9673,9234.35,55.468,7,41,0,0,13.8893
7.9704,9504.67,55.468,8,41,0,0,13.8893
7.9874,11184,55.8587,8,41,0,0,13.7008
7.9895,11342.9,51.5618,7,40,0,0,13.638
7.9995,11159.7,46.4838,8,41,0,0,13.8893
8.0095,11034.3,46.4838,8,41,0,0,13.7008
8.0204,10579.3,44.5307,8,41,0,0,13.5751
8.0294,10312.1,42.187,8,40,0,0,13.7636
8.0396,9898.02,42.187,7,41,0,0,13.8265
8.0496,9627.71,42.9682,8,40,0,0,13.7008
8.0596,9493.34,43.3588,7,40,0,0,14.015
8.0705,9336.31,44.5307,8,41,0,0,13.8265
8.0796,9405.84,44.9213,7,41,0,0,13.7008
8.0895,9105.84,44.5307,8,41,0,0,13.7636
8.0995,9248.03,44.9213,7,40,0,0,13.8265
8.1095,8909.35,45.7025,8,41,0,0,13.638
8.1204,9316.38,49.9994,7,41,0,0,13.8265
8.1295,9435.92,49.9994,8,40,0,0,13.5751
8.1395,9892.16,51.1712,8,41,0,0,13.7636
8.1495,10176.1,52.7337,7,40,0,0,13.7008
8.1595,10739.8,63.6711,7,41,0,0,13.5123
8.1704,11191.4,66.4054,8,41,0,0,14.015
8.1795,11456.6,66.796,8,41,0,0,13.7008
8.1895,11084,66.796,7,42,0,0,13.8265
8.1995,9423.03,67.1866,7,40,0,0,13.5751
8.2095,7595.3,66.4054,7,40,0,0,13.8265
8.2205,10030.1,73.0459,8,40,0,0,13.638
8.2295,9702.71,73.4366,7,41,0,0,13.8893
8.2395,10426.1,73.4366,8,41,0,0,13.5123
8.2495,10260.9,73.4366,8,41,0,0,13.5751
8.2595,10873,73.4366,8,41,0,0,13.8265
8.2704,11139.8,73.4366,8,41,0,0,13.8265
8.2795,11293.3,74.2178,8,42,0,0,13.7008
8.2895,10971.8,74.6084,8,42,0,0,13.638
8.2995,9176.54,81.6396,8,41,0,0,13.7636
8.3095,8013.65,85.5458,7,41,0,0,13.638
8.3204,10208.6,96.8738,8,41,0,0,14.015
8.3295,10101.5,87.4989,8,40,0,0,13.7008
8.3395,10292.2,83.9833,7,41,0,0,14.015
8.3495,10375.4,86.7176,7,40,0,0,13.8265
8.3595,10941,91.0145,8,42,0,0,13.8265
8.3704,10846.9,98.4362,8,41,0,0,13.638
8.3795,10937.1,99.2175,8,42,0,0,13.8265
8.3895,10999.2,99.2175,8,42,0,0,13.8893
8.3995,11234.3,98.0456,8,42,0,0,13.7008
8.4095,11328.1,98.0456,8,42,0,0,13.4494
8.4204,11542.6,70.3116,8,42,0,0,13.5751
8.4295,10999.2,46.8744,8,42,0,0,13.5123
8.4395,10269.9,32.8121,7,41,0,0,13.5123
8.4495,8645.29,21.8747,7,42,0,0,13.7636
8.4672,5797.64,20.7029,7,41,0,0,13.5751
8.4704,5130.07,20.7029,8,42,0,0,13.7636
8.4871,3735.54,21.0935,8,41,0,0,14.455
8.4895,3595.3,20.3122,8,42,0,0,14.455
8.4995,3363.66,19.531,7,42,0,0,13.9522
8.5095,4308.19,19.1404,7,41,0,0,13.5123
8.5202,5340.61,18.3591,8,42,0,0,13.5751
8.5294,4840.61,18.7498,7,42,0,0,13.8893
8.5474,4449.21,18.7498,8,42,0,0,13.5751
8.5495,4479.68,18.3591,8,42,0,0,13.7636
8.5595,5718.74,17.9685,7,41,0,0,13.5751
8.5705,6335.53,17.9685,8,42,0,0,13.8265
8.5795,6595.69,17.9685,7,42,0,0,13.5123
8.5894,6524.98,17.9685,8,42,0,0,13.7008
8.5995,6204.67,18.3591,8,42,0,0,13.8265
8.6095,6088.27,20.3122,7,42,0,0,13.8893
8.6281,5746.47,20.7029,7,42,0,0,13.638
8.6295,5717.17,20.7029,7,42,0,0,13.638
8.6395,5623.03,19.9216,8,42,0,0,13.8265
8.6494,5335.14,18.3591,8,42,0,0,13.638
8.6674,4161.71,17.9685,8,43,0,0,13.7008
8.6704,4021.87,17.9685,8,42,0,0,13.638
8.6796,4041.4,17.9685,8,42,0,0,13.5751
8.6896,4962.49,18.3591,8,42,0,0,14.3293
8.6996,5659.36,19.9216,8,42,0,0,13.5751
8.7096,5966.78,19.9216,8,42,0,0,14.3293
8.7281,5591.39,19.531,8,43,0,0,13.7008
8.7294,5533.19,19.531,8,43,0,0,13.7008
8.7396,5088.66,21.8747,7,43,0,0,13.7636
8.7495,5274.6,25.3903,8,43,0,0,14.0779
8.7595,5171.47,26.1715,8,43,0,0,13.8893
8.7794,5397.64,26.9528,8,43,0,0,13.8265
8.7895,4871.08,26.9528,7,43,0,0,14.015
8.7995,5589.83,27.734,8,43,0,0,13.7636
8.8095,5135.14,27.734,8,43,0,0,14.1407
8.8195,5595.69,27.3434,7,43,0,0,13.9522
8.8295,5572.25,26.1715,7,43,0,0,13.7636
8.8474,5808.19,26.1715,7,43,0,0,13.8265
8.8503,5790.61,26.5622,8,44,0,0,13.7636
8.8595,5914.44,26.1715,7,43,0,0,13.5751
8.8696,5760.92,26.5622,8,44,0,0,14.0779
8.8796,5816,27.3434,7,44,0,0,13.5751
8.8896,5845.3,27.734,7,44,0,0,13.8893
8.9004,6111.31,28.9059,8,43,0,0,13.638
8.9096,6182.41,33.2027,7,44,0,0,13.5751
8.9196,6519.91,42.9682,8,44,0,0,13.7636
8.9294,7018.34,53.1243,8,44,0,0,13.7636
8.9396,8060.92,54.2962,7,44,0,0,13.5123
8.9504,9417.95,52.7337,8,44,0,0,13.9522
8.9674,10753.5,56.6399,8,44,0,0,13.5751
8.9695,10860.1,57.0305,7,44,0,0,13.5751
8.9874,10615.2,41.4057,8,44,0,0,13.8265
8.9895,10475,38.2808,8,44,0,0,13.8265
9.0004,9146.85,37.4995,7,44,0,0,13.8893
9.0095,7828.89,41.0151,7,44,0,0,13.5123
9.0274,9144.51,58.2024,8,44,0,0,13.7636
9.0295,9347.63,59.3742,7,44,0,0,13.7636
9.0395,10032.8,61.3273,8,44,0,0,13.638
9.0504,10483.6,61.718,8,44,0,0,13.5751
9.0595,10759.7,57.4211,8,44,0,0,13.7636
9.0695,11075.8,58.9836,7,45,0,0,13.7636
9.0796,11271.8,59.7649,7,45,0,0,13.638
9.0896,10187.9,68.3585,8,45,0,0,13.638
9.1005,8590.21,71.8741,7,44,0,0,13.638
9.1096,7860.14,71.8741,8,44,0,0,13.8893
9.1274,9401.93,63.6711,8,44,0,0,13.7636
9.1295,9494.51,63.2804,7,45,0,0,13.7636
9.1395,9813.65,64.0617,8,45,0,0,13.8893
9.1505,10032,66.0148,8,44,0,0,13.5751
9.1595,10408.6,76.5615,8,45,0,0,13.7008
9.1695,11076.9,76.9521,8,45,0,0,13.4494
9.1795,10988.6,68.7491,7,45,0,0,13.4494
9.1895,11196.5,46.8744,8,45,0,0,13.7008
9.2004,9715.21,30.859,7,45,0,0,13.8265
9.2095,9401.54,30.0777,8,44,0,0,13.638
9.2195,8797.25,25.3903,8,45,0,0,13.638
9.2295,8282.79,23.8278,8,44,0,0,13.8265
9.2474,7121.86,22.656,8,44,0,0,14.2664
9.2503,6752.33,22.2653,8,44,0,0,14.2664
9.2595,6234.36,22.656,8,45,0,0,13.8893
9.2695,6127.72,22.2653,8,45,0,0,13.7636
9.2795,5883.19,22.2653,7,45,0,0,13.7008
9.2895,6021.86,22.2653,8,45,0,0,13.8265
9.3003,5880.85,22.656,8,45,0,0,13.9522
9.3095,5875.77,22.2653,8,45,0,0,13.8265
9.3195,5844.52,22.656,8,45,0,0,13.7636
9.3295,5774.21,23.0466,7,45,0,0,13.638
9.3395,5832.41,23.0466,8,45,0,0,13.5751
9.3502,5700.38,23.0466,8,45,0,0,13.9522
9.3672,5514.83,24.2184,8,45,0,0,13.7636
9.3695,5480.07,24.9997,7,45,0,0,13.7636
9.3795,5623.82,27.734,8,46,0,0,13.7636
9.3895,5608.97,31.2496,7,45,0,0,13.5123
9.4003,6020.69,62.1086,9,46,0,0,13.7008
9.4095,6383.19,61.3273,8,46,0,0,13.5123
9.4195,7105.06,66.4054,8,46,0,0,14.2036
9.4295,8389.04,67.1866,8,46,0,0,13.8265
9.4395,9508.96,68.7491,7,46,0,0,13.8265
9.4504,10131.2,69.921,7,45,0,0,13.8893
9.4595,10611.3,70.7022,8,46,0,0,13.5751
9.4695,11099.6,68.3585,8,46,0,0,13.7636
9.4795,11212.9,67.9679,8,46,0,0,13.7008
9.4894,11399.2,67.9679,7,45,0,0,13.638
9.5004,11301.1,68.7491,8,46,0,0,13.9522
9.5095,10998,67.5773,8,46,0,0,13.7008
9.5195,8494.9,69.1397,8,46,0,0,13.8893
9.5295,7121.86,73.4366,8,45,0,0,13.5751
9.5395,8752.32,74.6084,8,46,0,0,13.8893
9.5504,12038.6,79.6865,8,46,0,0,13.638
9.5595,12333.2,85.5458,8,46,0,0,13.5751
9.5695,12559,85.5458,8,46,0,0,13.5123
9.5795,12261.3,42.187,7,46,0,0,13.7636
9.5895,11562.9,37.1089,7,46,0,0,13.9522
9.6004,11020.7,37.8901,8,46,0,0,13.8893
9.6095,11088.3,38.6714,8,47,0,0,13.8265
9.6274,11255.4,41.0151,8,46,0,0,13.638
9.6294,11251.5,32.8121,8,46,0,0,13.638
9.6395,10257,17.9685,8,46,0,0,14.0779
9.6504,9173.03,18.3591,7,47,0,0,13.8893
9.6595,7138.26,17.5779,8,47,0,0,13.7008
9.6695,5980.85,17.9685,8,46,0,0,13.5123
9.6796,6056.24,17.9685,7,46,0,0,13.7636
9.6896,5982.41,17.9685,8,46,0,0,13.7008
9.7005,5842.56,17.9685,8,47,0,0,13.8265
9.7096,5796.86,17.9685,7,47,0,0,14.015
9.7196,5640.22,17.9685,8,47,0,0,13.8265
9.7296,5548.03,19.1404,8,47,0,0,13.7636
9.7396,5462.1,21.8747,8,46,0,0,13.9522
9.7503,5387.49,33.5933,8,47,0,0,14.015
9.7596,5906.24,41.0151,9,47,0,0,14.2664
9.7696,5830.46,42.187,7,47,0,0,13.8893
9.7794,6064.05,43.7494,7,46,0,0,13.5123
9.7895,6178.5,43.3588,8,47,0,0,13.8265
9.8003,6603.11,43.3588,8,47,0,0,13.8265
9.8095,6653.11,39.8432,8,47,0,0,14.015
9.8195,6823.42,40.2339,7,47,0,0,14.015
9.8295,7113.66,41.4057,8,48,0,0,13.7008
9.8395,7198.03,42.187,9,48,0,0,13.5751
9.8503,7616.39,44.5307,9,48,0,0,13.8265
9.8595,7980.06,44.9213,8,48,0,0,13.638
9.8695,8212.48,46.4838,8,47,0,0,13.9522
