---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE01

Time Stamp (Second(s)), Engine Speed (RPM), Throttle (%), Intake Temp (C), Coolant Temp (C), Vehicle Speed (KPH), Lambda #2, Battery Voltage (V)
14.9396,3606.24,25.7809,9,64,0,0,13.8893
14.9496,3712.49,26.1715,9,64,0,0,14.1407
14.9596,3670.3,26.1715,10,64,0,0,13.8265
14.9696,3855.85,26.9528,10,64,0,0,13.8893
14.9803,3805.46,27.3434,10,64,0,0,13.638
14.9895,3801.16,30.859,10,64,0,0,13.5123
14.9995,4055.46,33.9839,10,64,0,0,13.5751
15.0095,4244.91,33.9839,9,64,0,0,13.8893
15.0195,4041.4,30.4684,9,65,0,0,13.8265
15.0304,4458.19,32.4215,10,64,0,0,13.9522
15.0395,4166.79,32.0308,10,64,0,0,13.8265
15.0495,4439.83,33.2027,10,65,0,0,13.7008
15.0595,4367.96,33.2027,10,64,0,0,14.015
15.0695,4388.27,33.5933,10,64,0,0,13.7008
15.0804,4446.47,33.2027,10,64,0,0,13.8893
15.0895,4347.65,33.2027,10,64,0,0,13.7008
15.0996,4734.75,32.8121,9,64,0,0,13.7008
15.1096,4498.43,33.5933,9,64,0,0,13.638
15.1272,4693.74,33.9839,10,63,0,0,13.7636
15.1304,4727.72,33.2027,10,65,0,0,13.7636
15.1396,4603.9,28.9059,10,64,0,0,13.9522
15.1495,4387.1,27.734,10,65,0,0,13.7008
15.1595,4185.54,29.6871,10,64,0,0,13.7008
15.1695,4333.97,31.6402,10,64,0,0,13.7008
15.1803,4070.69,32.4215,9,64,0,0,13.7636
15.1895,4399.21,26.9528,9,64,0,0,14.1407
15.1995,3941.79,17.9685,10,64,0,0,13.8265
15.2095,3671.09,17.9685,9,65,0,0,14.3921
15.2195,2996.87,18.3591,9,64,0,0,13.5123
15.2302,2976.17,18.3591,10,64,0,0,14.3293
15.2473,3451.95,41.7963,10,65,0,0,13.4494
15.2495,3702.34,47.6556,10,65,0,0,13.4494
15.2595,4020.3,53.1243,9,65,0,0,13.638
15.2695,3903.12,44.9213,9,65,0,0,13.7636
15.2803,3732.8,40.2339,9,65,0,0,14.015
15.2895,4083.19,39.4526,10,64,0,0,13.5751
15.2995,3771.48,25.3903,9,65,0,0,13.638
15.3095,4107.02,24.9997,10,65,0,0,13.9522
15.3195,3658.98,21.8747,10,64,0,0,13.2609
15.3395,3788.66,28.1246,9,64,0,0,13.5123
15.3495,3637.88,29.2965,9,64,0,0,14.1407
15.3595,3693.74,30.4684,9,64,0,0,13.7636
15.3695,3919.13,37.4995,10,65,0,0,13.7008
15.3795,4063.27,37.1089,9,65,0,0,13.9522
15.3894,4517.57,37.4995,10,64,0,0,14.3293
15.3995,4785.54,37.1089,10,64,0,0,13.7636
15.4103,4604.29,32.8121,10,65,0,0,14.0779
15.4195,4579.29,32.8121,10,65,0,0,13.7008
15.4295,4435.15,35.5464,10,64,0,0,13.8893
15.4395,4684.75,38.6714,10,65,0,0,13.8265
15.4495,4496.08,39.4526,10,65,0,0,13.8893
15.4603,4987.88,39.8432,9,65,0,0,13.8265
15.4695,4829.29,38.2808,10,65,0,0,13.5751
15.4795,5068.74,33.9839,10,64,0,0,13.5751
15.4894,4511.32,22.2653,9,64,0,0,13.8265
15.4995,4266.01,28.5153,10,65,0,0,13.8265
15.5104,4242.57,30.4684,10,65,0,0,13.638
15.5195,4408.58,37.1089,9,65,0,0,13.8265
15.5295,4496.86,40.2339,9,65,0,0,14.3921
15.5474,5481.63,42.187,10,65,0,0,13.9522
15.5495,5351.55,44.1401,10,65,0,0,13.9522
15.5604,5431.24,44.5307,10,65,0,0,13.8265
15.5695,5502.33,44.5307,10,65,0,0,13.638
15.5794,5646.47,44.5307,10,65,0,0,13.638
15.5895,5601.94,44.1401,10,65,0,0,13.9522
15.6074,4679.29,44.1401,9,65,0,0,13.638
15.6104,4574.6,44.5307,10,65,0,0,13.638
15.6195,4178.9,44.5307,10,65,0,0,13.7008
15.6295,4306.24,44.5307,9,65,0,0,14.2036
15.6395,4367.57,44.1401,9,64,0,0,13.5123
15.6495,4568.35,44.9213,9,65,0,0,13.7636
15.6604,4930.46,44.1401,9,65,0,0,13.8265
15.6695,4982.02,41.4057,9,65,0,0,13.8893
15.6795,4816.79,41.0151,10,64,0,0,13.7008
15.6894,4949.99,46.8744,10,65,0,0,13.7636
15.6995,5041.39,49.2181,9,65,0,0,14.015
15.7275,5467.57,54.6868,10,65,0,0,13.8893
15.7296,5543.74,55.468,10,65,0,0,13.8893
15.7396,5678.5,57.4211,10,65,0,0,14.015
15.7496,5743.74,54.2962,10,64,0,0,13.7008
15.7596,5767.96,44.5307,10,65,0,0,13.8893
15.7696,5771.47,35.5464,10,65,0,0,13.5751
15.7796,5651.94,23.4372,10,65,0,0,14.015
15.7995,5217.96,22.656,9,65,0,0,13.638
15.8095,4934.36,23.0466,9,65,0,0,14.015
15.8195,4776.94,22.656,9,65,0,0,13.8893
15.8295,4709.36,22.656,10,65,0,0,13.8265
15.8394,4621.08,23.0466,10,65,0,0,13.7008
15.8495,4446.08,22.656,10,66,0,0,13.4494
15.8594,4305.46,23.0466,10,65,0,0,14.015
15.8695,4266.79,23.0466,10,66,0,0,14.1407
15.8794,4151.55,24.2184,10,65,0,0,14.0779
15.8895,4108.19,24.9997,10,65,0,0,13.8893
15.8995,4065.23,26.5622,9,65,0,0,14.015
15.9094,4044.13,28.5153,9,66,0,0,13.638
15.9206,4183.19,32.4215,9,65,0,0,14.015
15.9296,4106.63,33.2027,10,65,0,0,14.3293
15.9396,4250.38,35.1558,10,66,0,0,14.015
15.9496,4294.13,37.1089,10,65,0,0,13.7008
15.9673,4526.16,42.9682,10,66,0,0,13.8265
15.9704,4570.69,44.1401,10,65,0,0,13.5751
15.9796,4596.08,45.7025,10,66,0,0,13.8265
15.9896,4867.18,46.8744,10,65,0,0,13.7636
16.0073,5118.74,47.6556,10,66,0,0,14.2664
16.0095,5122.64,47.6556,10,65,0,0,13.8265
16.0283,5120.69,49.6087,10,66,0,0,14.015
16.0294,5134.75,49.6087,10,66,0,0,14.015
16.0395,5206.63,49.9994,9,66,0,0,13.8893
16.0495,5311.32,44.9213,10,66,0,0,13.9522
16.0595,5405.85,33.5933,10,65,0,0,13.638
16.0795,5125.38,28.1246,10,66,0,0,13.638
16.0895,4910.14,27.3434,10,66,0,0,13.9522
16.0995,4758.19,27.734,10,65,0,0,13.5751
16.1095,4638.66,26.9528,10,66,0,0,13.7636
16.1274,4410.15,26.9528,10,66,0,0,13.638
16.1294,4365.61,26.9528,10,66,0,0,13.638
16.1396,4233.58,26.5622,10,65,0,0,13.7636
16.1505,4028.9,26.5622,9,66,0,0,13.5751
16.1594,3880.07,26.9528,10,66,0,0,14.015
16.1694,3658.59,27.734,9,66,0,0,13.638
16.1873,3371.87,28.1246,10,66,0,0,13.638
16.1895,3392.96,27.734,11,66,0,0,13.638
16.2004,3293.74,27.734,10,65,0,0,13.638
16.2095,3289.84,28.1246,10,65,0,0,14.2664
16.2195,3178.12,27.734,10,66,0,0,13.638
16.2295,3104.68,27.734,10,66,0,0,14.455
16.2395,3078.51,28.1246,10,66,0,0,13.3866
16.2504,2614.84,30.859,9,66,0,0,13.8893
16.2595,2198.04,31.2496,10,66,0,0,14.0779
16.2694,2314.84,36.7183,10,66,0,0,13.7008
16.2795,3783.19,41.0151,9,65,0,0,13.7636
16.2895,3403.51,46.0932,9,66,0,0,13.7636
16.3095,4059.76,71.8741,10,66,0,0,13.8265
16.3195,4005.46,72.2647,10,66,0,0,13.4494
16.3295,4365.61,76.9521,10,66,0,0,13.9522
16.3395,4688.66,78.124,10,67,0,0,14.0779
16.3495,4744.52,77.7334,10,66,0,0,13.8265
16.3595,5049.99,76.9521,10,66,0,0,13.8265
16.3695,5189.44,77.3428,10,66,0,0,13.8893
16.3804,5414.44,76.1709,10,66,0,0,13.9522
16.3895,5610.92,74.6084,10,67,0,0,14.0779
16.3995,5734.75,73.4366,10,66,0,0,13.8893
16.4095,5895.3,73.4366,10,67,0,0,13.8893
16.4194,6035.14,73.4366,10,67,0,0,13.8893
16.4395,6478.11,77.7334,11,67,0,0,13.8265
16.4495,6638.27,80.4677,10,67,0,0,13.7008
16.4594,6921.47,87.1083,9,67,0,0,13.638
16.4695,7271.86,90.6238,10,67,0,0,13.8893
16.4873,8297.25,96.8738,10,67,0,0,13.7008
16.4895,8355.45,97.655,10,66,0,0,13.7008
16.4995,8979.67,98.0456,10,67,0,0,13.638
16.5195,9277.32,98.0456,10,67,0,0,13.8893
16.5295,7867.17,97.655,10,67,0,0,13.7008
16.5474,6708.58,97.655,10,67,0,0,13.9522
16.5495,6961.31,98.8269,11,67,0,0,13.9522
16.5594,8492.56,98.0456,11,67,0,0,13.7636
16.5695,8066.78,98.0456,10,66,0,0,13.638
16.5875,8098.42,98.0456,10,67,0,0,13.7008
16.5895,8119.9,98.8269,10,66,0,0,13.7008
16.5995,8019.12,91.4051,10,67,0,0,13.9522
16.6095,7964.43,43.7494,11,67,0,0,13.7008
16.6195,7423.81,28.9059,11,67,0,0,13.638
16.6295,7114.83,26.5622,10,67,0,0,13.7636
16.6402,6683.97,25.7809,10,67,0,0,13.9522
16.6495,6391.78,26.9528,11,67,0,0,13.8893
16.6673,5985.92,26.9528,10,68,0,0,13.8893
16.6694,5941,26.9528,11,68,0,0,13.8893
16.6795,5788.27,27.3434,10,68,0,0,13.8893
16.6903,5592.17,27.3434,11,67,0,0,13.8893
16.7074,5249.6,26.9528,10,68,0,0,13.8265
16.7095,5178.5,26.9528,10,68,0,0,13.8265
16.7194,4716.4,27.3434,10,67,0,0,13.7008
16.7295,4162.88,28.1246,10,67,0,0,13.7636
16.7404,4192.57,28.1246,10,67,0,0,14.1407
16.7496,5180.07,28.5153,10,67,0,0,13.5123
16.7596,4790.61,27.3434,10,68,0,0,13.638
16.7696,4930.85,26.9528,11,67,0,0,13.8265
16.7796,4855.46,26.9528,10,68,0,0,14.015
16.7907,4770.3,27.3434,10,67,0,0,13.7008
16.8074,4544.13,27.3434,10,67,0,0,14.2036
16.8096,4557.8,27.734,11,67,0,0,14.2036
16.8196,4470.69,28.1246,11,68,0,0,13.5751
16.8296,4586.71,28.1246,11,68,0,0,13.7636
16.8404,4703.11,28.9059,11,67,0,0,13.7008
16.8495,4722.25,28.9059,10,68,0,0,14.455
16.8594,4869.52,29.6871,11,68,0,0,14.3293
16.8695,4886.71,30.859,10,67,0,0,13.8893
16.8795,5366,35.1558,10,68,0,0,13.8265
16.8904,5272.64,39.062,10,68,0,0,14.0779
16.9074,5441.78,40.2339,10,67,0,0,13.8893
16.9095,5466.39,40.2339,11,68,0,0,13.9522
16.9195,5527.72,41.7963,11,67,0,0,13.8265
16.9295,5632.41,46.0932,11,68,0,0,13.8265
16.9483,5970.69,50.7806,10,68,0,0,13.8893
16.9495,5990.22,51.1712,11,68,0,0,13.8265
16.9596,6161.7,52.3431,11,68,0,0,13.7636
16.9694,6329.67,51.9525,10,68,0,0,13.8893
16.9796,6468.34,52.3431,10,68,0,0,13.8893
16.9996,6954.67,60.5461,10,68,0,0,13.7636
17.0096,7156.62,62.4992,11,68,0,0,13.7008
17.0196,7493.34,58.593,11,68,0,0,13.7636
17.0296,7629.28,39.4526,11,68,0,0,13.7636
17.0396,7439.44,32.4215,11,68,0,0,13.8265
17.0494,7330.45,26.1715,10,68,0,0,13.8265
17.0595,7249.2,24.9997,11,69,0,0,13.9522
17.0703,6982.41,23.0466,11,68,0,0,13.8265
17.0795,6847.25,21.4841,10,68,0,0,14.0779
17.0895,6648.42,21.0935,11,68,0,0,13.7636
17.0995,6458.19,21.4841,11,69,0,0,14.2036
17.1095,6385.14,21.0935,11,69,0,0,13.8265
17.1204,6311.31,21.0935,10,69,0,0,14.0779
17.1295,6194.91,21.0935,10,68,0,0,13.5751
17.1395,6148.42,21.0935,11,68,0,0,13.9522
17.1494,6057.02,21.4841,10,68,0,0,13.8893
17.1595,5990.61,21.0935,11,69,0,0,14.015
17.1703,5917.56,21.4841,10,68,0,0,13.8893
17.1796,5930.06,21.0935,11,69,0,0,13.8265
17.1896,5814.05,21.0935,11,69,0,0,13.5751
17.2071,5571.08,21.4841,11,69,0,0,13.5751
17.2096,5497.64,21.4841,11,68,0,0,13.8265
17.2204,5428.89,21.4841,11,69,0,0,13.9522
17.2295,5225.77,21.8747,11,68,0,0,13.8893
17.2395,5071.08,21.8747,11,68,0,0,13.7636
17.2495,5121.47,21.8747,10,69,0,0,13.7636
17.2595,4973.04,21.8747,11,69,0,0,14.015
17.2703,4758.19,21.8747,11,68,0,0,13.638
17.2872,4516.01,22.2653,11,68,0,0,13.8893
17.2895,4526.94,21.8747,11,68,0,0,13.8893
17.2995,4317.96,21.8747,11,68,0,0,14.0779
17.3094,4126.94,22.2653,11,69,0,0,13.5751
17.3202,3862.49,22.2653,11,68,0,0,13.7636
17.3295,3794.91,22.2653,10,69,0,0,14.2036
17.3472,3604.68,21.4841,11,69,0,0,13.638
17.3495,3583.59,21.0935,11,69,0,0,13.638
17.3595,3509.37,21.4841,11,69,0,0,13.7636
17.3704,3423.04,20.7029,11,68,0,0,13.8265
17.3795,3270.7,21.0935,10,69,0,0,13.7636
17.3895,3221.09,20.7029,11,69,0,0,14.3293
17.3995,3113.66,21.0935,11,69,0,0,13.9522
17.4095,3043.74,21.4841,11,68,0,0,13.638
17.4204,2905.07,20.7029,11,69,0,0,14.455
17.4295,2878.9,20.7029,10,68,0,0,14.2036
17.4395,2621.48,20.7029,10,69,0,0,14.015
17.4495,2175.78,21.0935,11,68,0,0,13.9522
17.4595,1721.48,20.7029,11,69,0,0,13.8265
17.4871,3465.23,21.8747,10,69,0,0,13.5123
17.4894,3314.84,21.4841,11,69,0,0,13.5123
17.4995,2780.46,21.4841,11,69,0,0,13.8893
17.5095,3389.84,24.2184,11,68,0,0,13.5751
17.5195,3445.7,23.8278,11,69,0,0,13.7636
17.5295,3354.29,22.2653,11,68,0,0,13.8265
17.5395,3494.91,21.8747,11,69,0,0,13.7636
17.5503,3579.29,21.8747,10,69,0,0,13.8893
17.5595,3380.46,21.0935,11,68,0,0,13.638
17.5694,3401.95,21.0935,11,69,0,0,13.4494
17.5794,3223.43,21.0935,11,70,0,0,14.2664
17.5895,3214.84,21.0935,11,69,0,0,13.8265
17.6136,3028.12,20.3122,11,70,0,0,13.8893
17.6215,3026.95,19.9216,11,69,0,0,13.8265
17.6298,3001.56,20.3122,11,69,0,0,13.8893
17.63,3001.56,20.3122,11,69,0,0,13.8893
17.6689,2698.82,19.9216,10,70,0,0,14.015
17.6769,2752.34,20.7029,11,69,0,0,13.8265
17.6853,2501.17,20.3122,10,70,0,0,13.5123
17.6937,2622.26,20.3122,11,69,0,0,13.3866
17.694,2622.26,20.3122,11,69,0,0,13.3866
17.6969,2707.42,20.3122,11,70,0,0,14.1407
17.7001,2631.24,20.7029,10,70,0,0,14.1407
17.7094,2405.85,20.3122,11,69,0,0,13.638
17.7272,2350.78,21.0935,10,70,0,0,13.7636
17.7295,2306.64,21.0935,10,69,0,0,14.1407
17.7394,2688.67,21.0935,11,69,0,0,13.7008
17.7504,2346.09,21.8747,11,70,0,0,13.8265
17.7595,2468.74,21.4841,11,69,0,0,13.638
17.7694,2687.1,21.4841,11,70,0,0,13.7636
17.7795,2456.24,21.8747,11,69,0,0,14.015
17.7895,2628.9,21.8747,11,70,0,0,13.7008
17.8082,2764.84,23.8278,11,70,0,0,14.0779
17.8096,2720.31,23.4372,10,70,0,0,13.7008
17.8196,2261.71,23.4372,10,70,0,0,13.638
17.8296,2597.65,23.4372,11,70,0,0,14.2664
17.8396,2242.96,23.4372,11,70,0,0,13.7008
17.8505,2620.31,23.8278,11,70,0,0,14.015
17.8596,2347.65,23.0466,11,70,0,0,13.8265
17.8696,2711.71,23.0466,11,70,0,0,14.0779
17.8872,2776.95,21.4841,10,70,0,0,13.5751
17.8896,2863.67,21.4841,11,70,0,0,13.5751
17.9095,2608.98,20.3122,11,70,0,0,13.7008
17.9195,2581.63,19.9216,11,70,0,0,13.638
17.9294,2242.57,20.3122,11,70,0,0,13.8265
17.9472,2717.96,20.3122,12,70,0,0,13.5123
17.9495,2508.59,20.3122,11,70,0,0,13.5123
17.9671,2254.29,20.7029,11,71,0,0,13.8893
17.9694,2342.18,20.7029,11,71,0,0,13.8893
17.9803,2342.96,21.0935,11,70,0,0,13.7636
17.9895,2077.73,23.0466,11,71,0,0,13.3237
18.0073,2832.02,24.6091,11,70,0,0,13.8265
18.0095,3071.48,24.6091,11,71,0,0,13.8265
18.0194,4386.71,25.3903,11,71,0,0,13.7636
18.0304,5664.44,33.2027,11,71,0,0,14.015
18.0396,6066.39,33.9839,11,71,0,0,13.7008
18.0496,6598.42,33.5933,11,71,0,0,13.8265
18.0596,6933.19,33.2027,11,70,0,0,13.8265
18.0696,7025.37,32.8121,11,71,0,0,14.015
18.0896,7069.91,34.7652,11,71,0,0,13.7636
18.0996,7119.12,35.1558,11,71,0,0,13.7008
18.1096,7219.12,35.1558,11,71,0,0,13.7636
18.1195,7203.89,35.5464,11,71,0,0,13.7636
18.1295,7325.76,35.5464,10,70,0,0,13.8265
18.1395,7097.64,35.5464,11,71,0,0,14.015
18.1495,7255.84,31.6402,11,71,0,0,13.7008
18.1604,7079.67,32.8121,11,71,0,0,13.8893
18.1695,7801.94,33.5933,11,71,0,0,13.5751
18.1872,7848.03,49.2181,11,71,0,0,14.015
18.1895,8226.15,47.6556,10,71,0,0,14.015
18.1995,8716.78,51.9525,11,71,0,0,14.0779
18.2104,8875.76,52.3431,11,71,0,0,13.7636
18.2195,8853.89,41.4057,11,71,0,0,13.7636
18.2294,8580.06,41.0151,11,70,0,0,13.638
18.2474,7941.78,44.5307,11,71,0,0,13.638
18.2496,7874.2,46.0932,10,71,0,0,13.638
18.2683,7474.98,56.2493,10,71,0,0,13.638
18.2694,7474.98,56.2493,10,71,0,0,13.638
18.2873,7941.39,53.5149,10,71,0,0,13.9522
18.2896,7876.93,51.9525,11,71,0,0,13.9522
18.2996,8174.98,50.7806,11,71,0,0,13.7636
18.3104,7594.51,50.7806,11,70,0,0,13.8893
18.3195,7887.48,52.3431,11,71,0,0,13.5123
18.3294,7660.92,52.7337,11,70,0,0,13.5123
18.3394,7866.78,52.7337,11,71,0,0,13.638
18.3495,7592.56,53.9056,11,71,0,0,13.5751
18.3604,8043.73,63.2804,11,71,0,0,13.7008
18.3695,8045.29,59.7649,11,71,0,0,13.7008
18.3795,8187.09,71.4835,11,71,0,0,13.8893
18.3895,8617.17,70.7022,11,71,0,0,13.8265
18.3995,8876.15,67.9679,10,70,0,0,13.7008
18.4104,9474.2,70.3116,11,71,0,0,13.7008
18.4274,9006.23,69.1397,11,71,0,0,13.8265
18.4295,8773.42,70.7022,11,70,0,0,13.8265
18.4395,7750.37,78.5146,11,70,0,0,13.8265
18.4495,6853.11,77.7334,11,70,0,0,13.8265
18.4695,9076.54,73.4366,11,71,0,0,13.8893
18.4875,9196.46,73.0459,11,70,0,0,13.8893
18.4895,9264.43,73.4366,11,70,0,0,13.8893
18.4995,9415.21,74.2178,11,70,0,0,14.015
18.5095,9516.38,75.3897,11,70,0,0,13.5751
18.5194,9725.37,75.7803,11,70,0,0,13.8265
18.5295,9947.63,76.1709,11,70,0,0,13.8265
18.5403,8385.14,83.9833,11,71,0,0,13.7636
18.5495,7540.61,95.7019,11,70,0,0,13.7008
18.5594,9274.2,98.0456,11,71,0,0,13.9522
18.5695,9327.32,82.0302,11,70,0,0,13.638
18.5795,9987.48,83.2021,11,70,0,0,13.7636
18.5903,9649.98,86.7176,11,71,0,0,13.7008
18.5995,9863.65,89.8426,11,70,0,0,13.7636
18.6094,9941.38,94.53,11,70,0,0,13.8265
18.6194,9955.84,83.2021,11,71,0,0,13.638
18.6295,10392.9,47.6556,11,71,0,0,13.8265
18.6403,8729.67,18.7498,10,71,0,0,13.7008
18.6495,8324.59,18.3591,11,71,0,0,13.7636
18.6595,8242.95,18.3591,11,70,0,0,13.8893
18.6695,6871.47,18.3591,11,70,0,0,13.638
18.6795,7092.17,17.5779,11,70,0,0,13.5751
18.6902,7319.51,18.3591,11,71,0,0,13.4494
18.6995,6683.19,17.9685,10,71,0,0,13.9522
18.7094,6639.05,17.5779,11,71,0,0,13.8893
18.7195,6650.77,17.9685,11,71,0,0,14.2664
18.7294,6582.02,17.9685,11,71,0,0,13.8265
18.7403,6254.28,18.3591,11,71,0,0,13.8893
18.7495,6083.58,17.9685,11,71,0,0,13.7636
18.7595,5973.03,17.9685,11,70,0,0,13.7008
18.7695,5729.28,17.9685,11,71,0,0,13.7636
18.7873,5360.53,17.9685,11,71,0,0,13.8265
18.7903,5250.38,17.9685,11,71,0,0,13.9522
18.7995,5112.1,17.9685,11,71,0,0,13.5751
18.8095,4951.94,18.3591,11,71,0,0,14.0779
18.8195,4821.86,17.9685,11,71,0,0,13.7636
18.8295,4734.75,17.9685,11,70,0,0,13.8893
18.8403,4330.46,17.9685,11,71,0,0,14.1407
18.8495,4326.16,17.9685,11,71,0,0,14.015
18.8595,4180.07,17.9685,11,71,0,0,13.5751
18.8695,4100.38,17.9685,10,71,0,0,13.5751
18.8796,3921.48,17.9685,11,71,0,0,13.5751
18.8904,3909.37,17.9685,10,71,0,0,13.7636
18.8996,3779.29,17.9685,11,71,0,0,14.015
18.9096,3745.3,17.9685,11,71,0,0,14.3293
18.9196,3601.16,17.9685,11,71,0,0,13.8893
18.9296,3518.74,17.9685,10,71,0,0,14.1407
18.9496,3140.62,17.9685,11,71,0,0,13.638
18.9596,3222.26,17.9685,11,72,0,0,14.015
18.9696,2801.56,17.9685,10,71,0,0,14.3293
18.9795,2295.7,17.9685,11,71,0,0,14.0779
18.9895,2758.59,17.9685,11,71,0,0,13.5123
18.9995,3671.48,17.9685,11,71,0,0,13.4494
19.0094,2972.65,17.9685,11,71,0,0,13.8893
19.0203,3102.34,17.9685,10,71,0,0,13.5751
19.0295,3565.62,17.9685,10,71,0,0,13.8893
19.0474,2892.18,17.9685,10,72,0,0,13.638
19.0495,2883.98,17.9685,10,71,0,0,14.0779
19.0595,3143.35,17.9685,11,71,0,0,14.3921
19.0795,2990.62,17.9685,10,72,0,0,13.7636
19.0895,2507.03,18.3591,10,71,0,0,13.5751
19.0996,2039.06,21.8747,11,71,0,0,13.9522
19.1096,2853.9,26.1715,11,71,0,0,13.9522
19.1196,4212.49,30.859,11,72,0,0,13.8893
19.1296,3935.93,31.2496,10,72,0,0,13.8265
19.1394,4153.12,32.8121,11,72,0,0,14.015
19.1504,4184.76,36.3277,11,71,0,0,13.8893
19.1596,4634.75,39.4526,10,72,0,0,13.7636
19.1696,4641.79,39.8432,11,72,0,0,14.015
19.1796,5564.44,43.7494,10,72,0,0,13.9522
19.1895,5187.88,44.5307,10,71,0,0,14.015
19.2003,5463.66,43.3588,10,71,0,0,13.7008
19.2095,5426.16,42.187,11,71,0,0,13.7636
19.2195,5664.44,40.6245,10,72,0,0,13.7636
19.2294,5889.83,39.4526,11,71,0,0,13.7008
19.2395,6053.89,39.062,10,72,0,0,13.5751
19.2502,6348.81,39.4526,10,72,0,0,13.9522
19.2595,6466,39.4526,11,71,0,0,13.8893
19.2695,6653.5,32.8121,10,72,0,0,14.1407
19.2795,6784.36,26.9528,10,72,0,0,14.0779
19.2895,6469.13,18.3591,11,72,0,0,13.7008
19.3082,6212.1,18.3591,10,72,0,0,13.8893
19.3094,6250.38,17.9685,11,72,0,0,13.5751
19.3196,6064.83,17.9685,10,72,0,0,13.7636
19.3296,5837.1,17.9685,11,72,0,0,13.8893
19.3396,5676.94,17.9685,11,72,0,0,13.8265
19.3504,5349.6,17.9685,10,72,0,0,13.8893
19.3674,5003.5,17.9685,11,72,0,0,14.0779
19.3696,4982.02,17.9685,11,73,0,0,14.0779
19.3796,4764.83,17.9685,10,72,0,0,13.7008
19.3895,4555.85,18.3591,10,72,0,0,14.015
19.4004,4146.87,17.9685,11,73,0,0,13.7008
19.4095,4478.11,63.2804,11,73,0,0,13.8265
19.4273,6050.38,92.9676,11,72,0,0,13.4494
19.4295,6211.31,94.53,11,72,0,0,13.4494
19.4395,6506.63,92.9676,10,73,0,0,13.5751
19.4504,7962.48,93.7488,10,72,0,0,14.015
19.4595,8959.35,83.9833,10,72,0,0,13.638
19.4695,9830.84,78.124,10,72,0,0,13.7008
19.4795,10223.8,73.8272,11,72,0,0,13.8893
19.4895,10992.6,59.7649,11,73,0,0,13.7636
19.5009,11255.4,55.468,11,73,0,0,13.7636
19.5095,11134,45.7025,10,73,0,0,13.638
19.5195,10565.2,57.8118,10,73,0,0,13.8265
19.5295,10430.1,52.7337,10,73,0,0,13.638
19.5395,9684.35,49.9994,11,73,0,0,13.7636
19.5504,9021.85,30.4684,10,72,0,0,13.7008
19.5674,8592.56,42.187,10,73,0,0,14.1407
19.5694,8592.95,37.8901,10,73,0,0,13.8265
19.5874,8732.79,67.1866,10,72,0,0,13.7008
19.5894,8780.84,80.4677,10,73,0,0,13.7008
19.6004,9540.21,43.3588,10,73,0,0,13.8265
19.6095,9262.09,64.8429,10,72,0,0,13.8265
19.6195,9244.51,44.1401,10,73,0,0,13.5123
19.6295,9104.28,32.4215,10,73,0,0,13.5751
19.6395,8365.61,72.2647,10,73,0,0,13.7636
19.6504,8596.86,50.7806,10,73,0,0,13.8893
19.6595,9037.09,67.5773,10,73,0,0,13.7636
19.6695,9058.96,60.1555,10,73,0,0,13.638
19.6795,9496.07,66.0148,10,73,0,0,13.7636
19.6895,9611.31,67.5773,10,72,0,0,14.015
19.7084,8910.53,61.718,10,73,0,0,13.8265
19.7095,8818.34,71.4835,10,73,0,0,13.8265
19.7195,9419.51,64.8429,9,73,0,0,13.638
19.7295,9309.35,67.1866,10,73,0,0,13.7008
19.7395,9737.48,45.7025,9,72,0,0,13.638
19.7504,9233.18,80.8583,10,72,0,0,13.7636
19.7595,9855.06,76.5615,10,73,0,0,13.638
19.7695,10149.6,71.0928,10,73,0,0,13.638
19.7875,10809.7,56.6399,10,73,0,0,13.8265
19.7895,10643.3,51.1712,10,73,0,0,13.8265
19.8084,8023.03,31.6402,10,73,0,0,14.1407
19.8095,7783.58,36.3277,10,73,0,0,14.1407
19.8195,7419.12,75.3897,10,72,0,0,13.8265
19.8295,8554.67,82.8114,10,73,0,0,13.8265
19.8395,9791.77,84.7645,10,73,0,0,13.638
19.8504,11162.9,93.7488,10,73,0,0,13.8893
19.8594,11801.9,80.4677,11,73,0,0,13.5123
19.8695,11741.8,63.6711,10,73,0,0,14.015
19.8795,11600.8,51.1712,10,73,0,0,13.5751
19.8895,10620.3,36.7183,10,73,0,0,13.9522
19.9004,10077.3,92.5769,10,73,0,0,13.638
19.9095,10075.4,44.5307,10,73,0,0,13.638
19.9194,9307.01,62.4992,10,74,0,0,13.7008
19.9295,9551.54,97.2644,10,74,0,0,13.638
19.9395,9697.24,73.0459,9,73,0,0,13.8893
19.9596,9008.18,50.39,9,74,0,0,14.0779
19.9696,9148.03,98.0456,10,73,0,0,13.7008
19.9873,9197.24,87.1083,9,73,0,0,13.9522
19.9896,9357.79,94.1394,10,73,0,0,13.9522
19.9996,9674.98,55.0774,10,74,0,0,13.5751
20.0096,10148,78.9052,9,73,0,0,13.7636
20.0196,10151.5,69.5304,10,74,0,0,13.8265
20.0304,10436.3,50.7806,10,74,0,0,14.1407
20.0394,9730.84,49.2181,9,74,0,0,13.7008
20.0495,9755.45,66.4054,10,74,0,0,13.5123
20.0595,10044.5,46.8744,9,74,0,0,13.8265
20.0695,9753.1,51.5618,9,73,0,0,13.7636
20.0884,8383.57,50.7806,10,74,0,0,14.015
